"","Symbol","X.tax_id","GeneID","LocusTag","Synonyms","dbXrefs","chromosome","map_location","description","type_of_gene","Symbol_from_nomenclature_authority","Full_name_from_nomenclature_authority","Nomenclature_status","Other_designations","Modification_date","Feature_type","H1975_Veh_vs_H1975_C36","H3255_Veh_vs_H3255_C36","H820_Veh_vs_H820_E07","H1975_Veh_vs_H1975_E07","H3255_E07_vs_H3255_C36","H820_Veh_vs_H820_C36","H820_E07_vs_H820_C36","H3255_Veh_vs_H3255_E07","A549_E07_vs_A549_C36","H1975_E07_vs_H1975_C36","A549_Veh_vs_A549_E07","A549_Veh_vs_A549_C36"
"1406","ARL6IP6",9606,151188,"-","AIP-6|AIP6|PFAAP1","MIM:616495|HGNC:HGNC:24048|Ensembl:ENSG00000177917|AllianceGenome:HGNC:24048","2","2q23.3","ADP ribosylation factor like GTPase 6 interacting protein 6","protein-coding","ARL6IP6","ADP ribosylation factor like GTPase 6 interacting protein 6","O","ADP-ribosylation factor-like protein 6-interacting protein 6|ADP-ribosylation factor GTPase 6 interacting protein 6|ADP-ribosylation factor-like 6 interacting protein 6|ADP-ribosylation-like factor 6 interacting protein 6|ARL-6-interacting protein 6|phosphonoformate immuno-associated protein 1|regulated by phosphonoformate",20231105,"-",-0.250831,-0.0565011999999999,0.0145659999999999,-0.032643,-0.257389,0.0182026,0.00250217,0.205476,-0.11255,-0.215325,0.0264422,-0.0861398
"1407","ARL8A",9606,127829,"-","ARL10B|GIE2","MIM:616597|HGNC:HGNC:25192|Ensembl:ENSG00000143862|AllianceGenome:HGNC:25192","1","1q32.1","ADP ribosylation factor like GTPase 8A","protein-coding","ARL8A","ADP ribosylation factor like GTPase 8A","O","ADP-ribosylation factor-like protein 8A|ADP-ribosylation factor-like 10B|ADP-ribosylation factor-like 8A|GTPase indispensable for equal segregation of chromosomes 2|novel small G protein indispensable for equal chromosome segregation 2",20231010,"-",-0.00429586,-0.0467695,-0.0961375,-0.0670682,0.106539,-0.0187164,0.0762679,-0.148706,-0.0738299,0.0655675,-0.0556925999999999,-0.129705
"1408","ARL8B",9606,55207,"-","ARL10C|Gie1","MIM:616596|HGNC:HGNC:25564|Ensembl:ENSG00000134108|AllianceGenome:HGNC:25564","3","3p26.1","ADP ribosylation factor like GTPase 8B","protein-coding","ARL8B","ADP ribosylation factor like GTPase 8B","O","ADP-ribosylation factor-like protein 8B|ADP-ribosylation factor-like 10C|ADP-ribosylation factor-like 8B|ADP-ribosylation factor-like protein 10C|GTPase indispensable for equal segregation of chromosomes 1|novel small G protein indispensable for equal chromosome segregation 1",20231010,"-",-0.00087877,-0.0190707,-0.00722755,-0.0300455999999999,-0.0468511,-0.00591034,0.000156955,0.0323342,0.0919353,0.0318307,-0.0179821,0.0737105
"1409","ARL8BP1",9606,127566425,"-","-","HGNC:HGNC:56628|Ensembl:ENSG00000228413","3","3q29","ARL8B pseudogene 1","pseudo","ARL8BP1","ARL8B pseudogene 1","O","-",20231010,"-",0.0439255999999999,-0.0274998887521635,-0.0579269,0.531247,1.22948,-0.476592,-0.419668,-0.0637140159287101,0.0245814,-0.486048,0.440756,0.465519
"1410","ARL8BP2",9606,100131223,"-","-","HGNC:HGNC:56629","1","1p35.3","ARL8B pseudogene 2","pseudo","ARL8BP2","ARL8B pseudogene 2","O","ADP ribosylation factor like GTPase 8B pseudogene|ADP-ribosylation factor-like 8B pseudogene",20231010,"-",-0.740191,0.0716284141714741,-0.0215135557251489,-0.971917,0.0744914614721871,0,0.0214851286231539,-0.0371509999999999,0.0520062608619279,0.234262,-0.0516354869912285,0
"1411","ARL9",9606,132946,"-","-","MIM:612405|HGNC:HGNC:23592|Ensembl:ENSG00000196503|AllianceGenome:HGNC:23592","4","4q12","ADP ribosylation factor like GTPase 9","protein-coding","ARL9","ADP ribosylation factor like GTPase 9","O","ADP-ribosylation factor-like protein 9|ADP-ribosylation factor-like 9",20231010,"-",-0.0631088,0.554764,0.301591,0.201932,-1.03153,0.462127,0.159559,1.58922,-0.0525730934356343,-0.262108,0.0138125804505859,-1.9357
"1412","ARLNC1",9606,100996425,"-","LINC02170|PRCAT47","MIM:618053|HGNC:HGNC:53032|Ensembl:ENSG00000260896|AllianceGenome:HGNC:53032","16","16q23.2","androgen receptor regulated long noncoding RNA 1","ncRNA","ARLNC1","androgen receptor regulated long noncoding RNA 1","O","AR-regulated long noncoding RNA 1|long intergenic non-protein coding RNA 2170|prostate cancer-associated 47",20231010,"-",-0.275971,-1.28949,0.0977807,-0.225566,-1.10258,0.0239377,-0.0750924999999999,-0.181477,0.438606,-0.0474745,0.303338,0.741063
"1413","ARMC1",9606,55156,"-","Arcp","MIM:620385|HGNC:HGNC:17684|Ensembl:ENSG00000104442|AllianceGenome:HGNC:17684","8","8q13.1","armadillo repeat containing 1","protein-coding","ARMC1","armadillo repeat containing 1","O","armadillo repeat-containing protein 1",20231010,"-",0.090725,0.000834795,0.00333569,0.129193,-0.120392,-0.0137401,-0.0182226,0.12579,0.0984623,-0.035861,-0.0326807,0.06559
"1414","ARMC10",9606,83787,"-","PNAS-112|PNAS112|PSEC0198|SVH","MIM:611864|HGNC:HGNC:21706|Ensembl:ENSG00000170632|AllianceGenome:HGNC:21706","7","7q22.1","armadillo repeat containing 10","protein-coding","ARMC10","armadillo repeat containing 10","O","armadillo repeat-containing protein 10|specific splicing variant involved in hepatocarcinogenesis|splicing variant involved in hepatocarcinogenesis protein",20231108,"-",-0.0888682,0.0136779,0.0168478,-0.0971808,0.133418,-0.123726,-0.141755,-0.115217,0.140148,0.0110633,-0.148879,-0.00879116
"1415","ARMC10P1",9606,389137,"-","-","HGNC:HGNC:43646|AllianceGenome:HGNC:43646","3","3q11.2","armadillo repeat containing 10 pseudogene 1","pseudo","ARMC10P1","armadillo repeat containing 10 pseudogene 1","O","-",20231010,"-",0.102389,0.0575359,-0.100968,0.0378599,0.0584493,-0.19278,-0.0929127,0.00357566,0.112432,0.0671229,-0.109199,0.00283105
"1416","ARMC12",9606,221481,"-","C6orf81","MIM:620377|HGNC:HGNC:21099|Ensembl:ENSG00000157343|AllianceGenome:HGNC:21099","6","6p21.31","armadillo repeat containing 12","protein-coding","ARMC12","armadillo repeat containing 12","O","armadillo repeat-containing protein 12",20231010,"-",0.210689,-0.0417127280108588,-0.364615,-0.415289,-0.313971,0.389602,0.752778,-0.0336519115467465,0.0682955,0.629018,0.191319,0.259874
"1417","ARMC2",9606,84071,"-","SPGF38|bA787I22.1","MIM:618424|HGNC:HGNC:23045|Ensembl:ENSG00000118690|AllianceGenome:HGNC:23045","6","6q21","armadillo repeat containing 2","protein-coding","ARMC2","armadillo repeat containing 2","O","armadillo repeat-containing protein 2",20231010,"-",-0.227115,0.00223775,-0.0859821,-0.0527391999999999,0.228741,0.0487909,0.133501,-0.221926,0.297845,-0.171912,-0.0218464,0.275433
"1418","ARMC2-AS1",9606,101929716,"-","-","HGNC:HGNC:41008|AllianceGenome:HGNC:41008","6","6q21","ARMC2 antisense RNA 1","ncRNA","ARMC2-AS1","ARMC2 antisense RNA 1","O","ARMC2 antisense RNA 1 (non-protein coding)",20231010,"-",0.0216447395439248,0,-0.018256716882286,-0.425731,0.0505933583452945,-0.0225717823706997,-0.318961,-0.0500256078970879,-1.76492,0.0291591221102245,-0.0208203432894762,-0.069774608859527
"1419","ARMC3",9606,219681,"-","CT81|KU-CT-1|VAC8","MIM:611226|HGNC:HGNC:30964|Ensembl:ENSG00000165309|AllianceGenome:HGNC:30964","10","10p12.2","armadillo repeat containing 3","protein-coding","ARMC3","armadillo repeat containing 3","O","armadillo repeat-containing protein 3|beta-catenin-like protein|cancer/testis antigen 81",20231010,"-",-0.0379829,0.331479,0.0888626999999999,0.349538,0.14718,-0.204073,-0.294079,0.188828,-0.983435,-0.384705,0.360874,-0.624221
"1420","ARMC5",9606,79798,"-","AIMAH2","MIM:615549|HGNC:HGNC:25781|Ensembl:ENSG00000140691|AllianceGenome:HGNC:25781","16","16p11.2","armadillo repeat containing 5","protein-coding","ARMC5","armadillo repeat containing 5","O","armadillo repeat-containing protein 5",20231010,"-",-0.00253348,-0.0195042,0.0303481,-0.0248715999999999,0.132866,0.0276462,-0.00383284,-0.147908,-0.0947913,0.025044,0.0866419,-0.00814223
"1421","ARMC6",9606,93436,"-","R30923_1","HGNC:HGNC:25049|Ensembl:ENSG00000105676|AllianceGenome:HGNC:25049","19","19p13.11","armadillo repeat containing 6","protein-coding","ARMC6","armadillo repeat containing 6","O","armadillo repeat-containing protein 6",20231010,"-",-0.0432548,-0.0174447,-0.102147,0.230002,-0.190411,-0.011642,0.0893334,0.177564,-0.0474596,-0.27056,0.116275,0.0684478999999999
"1422","ARMC7",9606,79637,"-","-","HGNC:HGNC:26168|Ensembl:ENSG00000125449|AllianceGenome:HGNC:26168","17","17q25.1","armadillo repeat containing 7","protein-coding","ARMC7","armadillo repeat containing 7","O","armadillo repeat-containing protein 7",20231010,"-",-0.123651,-0.0797625,0.225123,-0.188328,0.0550513,0.206636,-0.0196574,-0.130194,0.145362,0.0671628999999999,0.122193,0.267371
"1423","ARMC8",9606,25852,"-","GID5|HSPC056|S863-2|VID28","MIM:618521|HGNC:HGNC:24999|Ensembl:ENSG00000114098|AllianceGenome:HGNC:24999","3","3q22.3","armadillo repeat containing 8","protein-coding","ARMC8","armadillo repeat containing 8","O","armadillo repeat-containing protein 8|GID complex subunit 5, VID28 homolog",20231010,"-",0.0931511999999999,0.0203099,-0.0447906,0.166962,-0.105235,-0.110518,-0.0669015,0.130111,0.00914315,-0.0712343,0.0220159,0.0310825999999999
"1424","ARMC8P1",9606,100130871,"-","-","HGNC:HGNC:49918|Ensembl:ENSG00000225254|AllianceGenome:HGNC:49918","9","9p13.1","armadillo repeat containing 8 pseudogene 1","pseudo","ARMC8P1","armadillo repeat containing 8 pseudogene 1","O","-",20231010,"-",-0.0153421301850271,0,-0.568658,0,0.0078622313067931,0.0090761666804306,0.0135109979563221,-0.0077761231369485,-0.0191630179079536,-0.0154294865132126,0,-0.0190916908423721
"1425","ARMC9",9606,80210,"-","ARM|JBTS30|KU-MEL-1|NS21","MIM:617612|HGNC:HGNC:20730|Ensembl:ENSG00000135931|AllianceGenome:HGNC:20730","2","2q37.1","armadillo repeat containing 9","protein-coding","ARMC9","armadillo repeat containing 9","O","lisH domain-containing protein ARMC9|armadillo repeat-containing protein 9|armadillo/beta-catenin-like repeats|melanoma/melanocyte specific protein KU-MEL-1|melanoma/melanocyte-specific tumor antigen KU-MEL-1",20231010,"-",0.110415,0.0405815,0.0802457,-0.145516,0.313677,0.0111134,-0.0703169999999999,-0.268471,0.0443080999999999,0.258553,0.0309325999999999,0.0750199
"1426","ARMCX1",9606,51309,"-","ALEX1|GASP7","MIM:300362|HGNC:HGNC:18073|Ensembl:ENSG00000126947|AllianceGenome:HGNC:18073","X","Xq22.1","armadillo repeat containing X-linked 1","protein-coding","ARMCX1","armadillo repeat containing X-linked 1","O","armadillo repeat-containing X-linked protein 1|ARM protein lost in epithelial cancers on chromosome X 1|arm protein lost in epithelial cancers, X chromosome, 1",20231010,"-",-0.0311119,0.498958,-0.0179799,-0.251273,1.99118,-0.0275294,-0.0107024,-1.48775,-0.666883,0.222838,1.02844,0.360954
"1427","ARMCX2",9606,9823,"-","ALEX2|GASP9","MIM:300363|HGNC:HGNC:16869|Ensembl:ENSG00000184867|AllianceGenome:HGNC:16869","X","Xq22.1","armadillo repeat containing X-linked 2","protein-coding","ARMCX2","armadillo repeat containing X-linked 2","O","armadillo repeat-containing X-linked protein 2|ARM protein lost in epithelial cancers on chromosome X 2|armadillo repeat protein ALEX2",20231010,"-",-0.074188,0.0937998,-0.0830671,-0.281208,0.478814,-0.0723856,0.0095457,-0.380409,-2.83727,0.2097,2.02396,-0.81471
"1428","ARMCX3",9606,51566,"-","ALEX3|GASP6|dJ545K15.2","MIM:300364|HGNC:HGNC:24065|Ensembl:ENSG00000102401|AllianceGenome:HGNC:24065","X","Xq22.1","armadillo repeat containing X-linked 3","protein-coding","ARMCX3","armadillo repeat containing X-linked 3","O","armadillo repeat-containing X-linked protein 3|ARM protein lost in epithelial cancers on chromosome X 3|arm protein lost in epithelial cancers, X chromosome, 3",20231105,"-",0.0118642,0.0701842,-0.028355,-0.13679,0.130957,0.0300623,0.0572859,-0.0562748,0.00932377,0.151353,-0.0931654,-0.0840014999999999
"1429","ARMCX4",9606,100131755,"-","CXorf35|GASP4","MIM:301046|HGNC:HGNC:28615|Ensembl:ENSG00000196440|AllianceGenome:HGNC:28615","X","Xq22.1","armadillo repeat containing X-linked 4","protein-coding","ARMCX4","armadillo repeat containing X-linked 4","O","armadillo repeat-containing X-linked protein 4|armadillo repeat containing, X-linked 4 pseudogene",20231010,"-",-0.133826,0.00841201,-0.0345320999999999,-0.174623,-0.00481755,0.0342189,0.0676161999999999,0.0177749,0.301626,0.0435186999999999,-0.0345728,0.267014
"1430","ARMCX5",9606,64860,"-","GASP5","MIM:301047|HGNC:HGNC:25772|Ensembl:ENSG00000125962|AllianceGenome:HGNC:25772","X","Xq22.1","armadillo repeat containing X-linked 5","protein-coding","ARMCX5","armadillo repeat containing X-linked 5","O","armadillo repeat-containing X-linked protein 5",20231010,"-",0.00169625,-0.0499825999999999,0.084633,0.0812766,-0.0433449,0.133385,0.0476089,-0.00207698,0.0245599,-0.0769052,-0.0304122,-0.00604469
"1431","ARMCX5-GPRASP2",9606,100528062,"-","ARMCX5-GPRASP2-BHLHB9-LINC00630|GPRASP3|bHLHb9|p60TRP","HGNC:HGNC:42000|Ensembl:ENSG00000286237|AllianceGenome:HGNC:42000","X","Xq22.1","ARMCX5-GPRASP2 readthrough","protein-coding","ARMCX5-GPRASP2","ARMCX5-GPRASP2 readthrough","O","G-protein coupled receptor-associated sorting protein 2|protein BHLHb9|ARMCX5-GPRASP2-BHLHB9-LINC00630 readthrough|transcription regulator of 60 kDa",20231010,"-",-0.286753,-0.0804288,-0.434267,-0.18007,-0.208683,-0.556269,-0.123183,0.13275,-0.0463901,-0.104197,-0.175018,-0.221657
"1432","ARMCX6",9606,54470,"-","GASP10","MIM:301048|HGNC:HGNC:26094|Ensembl:ENSG00000198960|AllianceGenome:HGNC:26094","X","Xq22.1","armadillo repeat containing X-linked 6","protein-coding","ARMCX6","armadillo repeat containing X-linked 6","O","protein ARMCX6",20231010,"-",0.0703478999999999,0.219395,-0.0829253,-0.0519996999999999,0.264002,-0.0214548,0.0603617,-0.0399691999999999,0.0237182,0.125068,-0.209947,-0.186651
"1433","ARMCX7P",9606,653354,"-","ARMCX6-ps|GASP10ps","HGNC:HGNC:49917|AllianceGenome:HGNC:49917","X","Xq22.1","armadillo repeat containing X-linked 7, pseudogene","pseudo","ARMCX7P","armadillo repeat containing X-linked 7, pseudogene","O","armadillo repeat containing, X-linked 6 pseudogene",20231010,"-",0.78777,-1.47819,-2.71952,-0.210671,-0.123669,-2.30406,0.414609,-1.34912,0.151964,1.00176,-2.2162,-2.06303
"1434","ARMH1",9606,339541,"-","C1orf228|NCRNA00082|p40","HGNC:HGNC:34345|Ensembl:ENSG00000198520|AllianceGenome:HGNC:34345","1","1p34.1","armadillo like helical domain containing 1","protein-coding","ARMH1","armadillo like helical domain containing 1","O","armadillo-like helical domain containing protein 1|uncharacterized protein C1orf228",20231010,"-",0.509659,-0.156332,0.202926,0.0181867,0.447981,0.268108,0.0641214,-0.599065,-0.367381,0.494558,-0.626825,-0.993281
"1435","ARMH2",9606,101928603,"-","C6orf229","HGNC:HGNC:49394|Ensembl:ENSG00000260286|AllianceGenome:HGNC:49394","6","6p22.3","armadillo like helical domain containing 2","protein-coding","ARMH2","armadillo like helical domain containing 2","O","armadillo-like helical domain-containing protein 2|uncharacterized protein C6orf229",20231010,"-",-1.37096,-0.0644572903361315,0,-1.58459,-0.065212868256265,-0.019431637301359,-0.0195561788726605,0,2.02317,0.219403,-0.880157,1.14411
"1436","ARMH3",9606,79591,"-","C10orf76","HGNC:HGNC:25788|Ensembl:ENSG00000120029|AllianceGenome:HGNC:25788","10","10q24.32","armadillo like helical domain containing 3","protein-coding","ARMH3","armadillo like helical domain containing 3","O","armadillo-like helical domain-containing protein 3|UPF0668 protein C10orf76",20231010,"-",-0.0443265999999999,-0.0601218,-0.0658009,-0.00359854,0.155135,-0.0611572,0.0034900999999999,-0.210701,0.00165233,-0.038132,-0.0264474,-0.0248936
"1437","ARMH4",9606,145407,"-","C14orf37|UT2|c14_5376","HGNC:HGNC:19846|Ensembl:ENSG00000139971|AllianceGenome:HGNC:19846","14","14q23.1","armadillo like helical domain containing 4","protein-coding","ARMH4","armadillo like helical domain containing 4","O","armadillo-like helical domain-containing protein 4|uncharacterized protein C14orf37|upstream of mTORC2|upstream of mTORC2 protein",20231010,"-",0.033371,-0.554702,-0.159464,-0.183518,0.0341966,0.0100489999999999,0.168384,-0.584475,0.0913319,0.219583,-0.727641,-0.636398
"1438","ARMS2",9606,387715,"-","ARMD8","MIM:611313|HGNC:HGNC:32685|Ensembl:ENSG00000254636|AllianceGenome:HGNC:32685","10","10q26.13","age-related maculopathy susceptibility 2","protein-coding","ARMS2","age-related maculopathy susceptibility 2","O","age-related maculopathy susceptibility protein 2",20231010,"-",-0.0148922755403519,0,1.10366,-0.0245511727463514,0.0362840203907533,0.0684815111545218,0.0324323780137296,-0.0358562704823169,-0.928409,0.718476,0.0730046,-0.857472
"1439","ARMT1",9606,79624,"-","C6orf211","MIM:616332|HGNC:HGNC:17872|Ensembl:ENSG00000146476|AllianceGenome:HGNC:17872","6","6q25.1","acidic residue methyltransferase 1","protein-coding","ARMT1","acidic residue methyltransferase 1","O","damage-control phosphatase ARMT1|UPF0364 protein C6orf211|protein-glutamate O-methyltransferase|sugar phosphate phosphatase ARMT1",20231111,"-",0.0565453,-0.053236,0.0203273,0.101679,-0.100923,-0.0250024,-0.04651,0.0522671,0.143772,-0.0425213,-0.0522561,0.0913148999999999
"1440","ARNT",9606,405,"-","ARNT1|HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2","MIM:126110|HGNC:HGNC:700|Ensembl:ENSG00000143437|AllianceGenome:HGNC:700","1","1q21.3","aryl hydrocarbon receptor nuclear translocator","protein-coding","ARNT","aryl hydrocarbon receptor nuclear translocator","O","aryl hydrocarbon receptor nuclear translocator|class E basic helix-loop-helix protein 2|dioxin receptor, nuclear translocator|hypoxia inducible factor 1 subunit beta|hypoxia-inducible factor 1, beta subunit",20231010,"-",0.0273622,-0.0312202999999999,-0.0216516,-0.031682,0.0102709999999999,-0.00460021,0.0158735999999999,-0.0368953,0.019534,0.0617309999999999,0.00340642,0.0226622
"1441","ARNT2",9606,9915,"-","WEDAS|bHLHe1","MIM:606036|HGNC:HGNC:16876|Ensembl:ENSG00000172379|AllianceGenome:HGNC:16876","15","15q25.1","aryl hydrocarbon receptor nuclear translocator 2","protein-coding","ARNT2","aryl hydrocarbon receptor nuclear translocator 2","O","aryl hydrocarbon receptor nuclear translocator 2|ARNT protein 2|class E basic helix-loop-helix protein 1",20231010,"-",0.0259933,-0.0689113,-0.312444,-0.164554,-0.190604,-0.140653,0.170608,0.126212,0.0519568999999999,0.193204,-0.0355157,0.0160731
"1442","ARNT2-DT",9606,101929560,"-","-","HGNC:HGNC:56077|Ensembl:ENSG00000259495","15","15q25.1","ARNT2 divergent transcript","ncRNA","ARNT2-DT","ARNT2 divergent transcript","O","-",20231010,"-",0,0.262972,0.300958,0,0.0804427,0.19568,-0.106363,0.186309,-0.08514,0,0.302895,0.217344
"1443","ARPC1A",9606,10552,"-","Arc40|HEL-68|HEL-S-307|SOP2Hs|SOP2L","MIM:604220|HGNC:HGNC:703|Ensembl:ENSG00000241685|AllianceGenome:HGNC:703","7","7q22.1","actin related protein 2/3 complex subunit 1A","protein-coding","ARPC1A","actin related protein 2/3 complex subunit 1A","O","actin-related protein 2/3 complex subunit 1A|SOP2-like protein|actin binding protein (Schizosaccharomyces pombe sop2-like)|actin related protein 2/3 complex, subunit 1A, 41kDa|epididymis luminal protein 68|epididymis secretory protein Li 307|epididymis secretory sperm binding protein",20231105,"-",-0.0215305,0.00305363,0.0186269,0.0354275,-0.0984371,0.0293677,0.00958941,0.106047,0.0601965,-0.0542901999999999,-0.0274473,0.0325508
"1444","ARPC1AP2",9606,204800,"-","-","HGNC:HGNC:56495","19","19q13.41","ARPC1A pseudogene 2","pseudo","ARPC1AP2","ARPC1A pseudogene 2","O","actin related protein 2/3 complex subunit 1A pseudogene|actin related protein 2/3 complex, subunit 1A, 41kDa pseudogene",20231010,"-",-0.248057,0.0953673999999999,-0.110996,-0.0182982,-0.516492,0.473608,0.583394,0.616085,-0.703149,-0.227112,0.224734,-0.477346
"1445","ARPC1AP3",9606,260421,"-","-","HGNC:HGNC:56496","5","5q13.3","ARPC1A pseudogene 3","pseudo","ARPC1AP3","ARPC1A pseudogene 3","O","actin related protein 2/3 complex subunit 1A pseudogene|actin related protein 2/3 complex, subunit 1A, 41kDa pseudogene",20231010,"-",0.474037,0.312208,-0.326716,0.872895,0.217657,0.356268,0.681811,0.0990676,-0.953927,-0.396297,1.15639,0.202979
"1446","ARPC1AP4",9606,260422,"-","-","HGNC:HGNC:56497","4","4q21.3","ARPC1A pseudogene 4","pseudo","ARPC1AP4","ARPC1A pseudogene 4","O","actin related protein 2/3 complex subunit 1A pseudogene|actin related protein 2/3 complex, subunit 1A, 41kDa pseudogene",20231010,"-",0.153497,0.316514,0.369078,0.0451488,0.131708,0.0597828,-0.31033,0.189138,-0.38964,0.111607,0.488937,0.0993473
"1447","ARPC1B",9606,10095,"-","ARC41|IMD71|PLTEID|p40-ARC|p41-ARC","MIM:604223|HGNC:HGNC:704|Ensembl:ENSG00000130429|AllianceGenome:HGNC:704","7","7q22.1","actin related protein 2/3 complex subunit 1B","protein-coding","ARPC1B","actin related protein 2/3 complex subunit 1B","O","actin-related protein 2/3 complex subunit 1B|ARP2/3 protein complex subunit p41|actin related protein 2/3 complex, subunit 1B, 41kDa|arp2/3 complex 41 kDa subunit",20231010,"-",-0.0862409,0.107456,0.0268026,-0.143348,0.159651,0.054054,0.0261048,-0.0477043,0.019637,0.0598504,0.0470431,0.0665183
"1448","ARPC2",9606,10109,"-","ARC34|PNAS-139|PRO2446|p34-Arc","MIM:604224|HGNC:HGNC:705|Ensembl:ENSG00000163466|AllianceGenome:HGNC:705","2","2q35","actin related protein 2/3 complex subunit 2","protein-coding","ARPC2","actin related protein 2/3 complex subunit 2","O","actin-related protein 2/3 complex subunit 2|ARP2/3 protein complex subunit 34|actin related protein 2/3 complex, subunit 2, 34kDa|arp2/3 complex 34 kDa subunit|testis tissue sperm-binding protein Li 53e",20231105,"-",0.0275889,0.0647217,0.0105289,0.105912,-0.0595849,-0.0185612,-0.0302596999999999,0.12889,0.0416266,-0.0756806,0.00814296,0.0496965
"1449","ARPC3",9606,10094,"-","ARC21|p21-Arc","MIM:604225|HGNC:HGNC:706|Ensembl:ENSG00000111229|AllianceGenome:HGNC:706","12","12q24.11","actin related protein 2/3 complex subunit 3","protein-coding","ARPC3","actin related protein 2/3 complex subunit 3","O","actin-related protein 2/3 complex subunit 3|ARP2/3 protein complex subunit p21|actin related protein 2/3 complex, subunit 3, 21kDa|arp2/3 complex 21 kDa subunit",20231105,"-",0.0246212,0.0595313,0.012489,0.00397115,-0.00974466,0.0302302999999999,0.0165599,0.0738369,0.0870826,0.0232539,-0.0171296,0.0697505
"1450","ARPC3P1",9606,87171,"-","ARPC3B|dJ470L14.3","HGNC:HGNC:16092|AllianceGenome:HGNC:16092","20","20q13.13","actin related protein 2/3 complex subunit 3 pseudogene 1","pseudo","ARPC3P1","actin related protein 2/3 complex subunit 3 pseudogene 1","O","actin related protein 2/3 complex, subunit 3, 21kDa pseudogene|actin related protein 2/3 complex, subunit 3B pseudogene|actin related protein 2/3 complex, subunit 3B, 21kDa",20231010,"-",0.0868383,0.199666,-0.0457415,-0.0274437999999999,0.114237,-0.216836,-0.17213,0.0900076,-0.201823,0.117432,-0.190678,-0.392714
"1451","ARPC3P2",9606,391160,"-","-","HGNC:HGNC:39431|AllianceGenome:HGNC:39431","1","1q32.3","actin related protein 2/3 complex subunit 3 pseudogene 2","pseudo","ARPC3P2","actin related protein 2/3 complex subunit 3 pseudogene 2","O","actin related protein 2/3 complex, subunit 3, 21kDa pseudogene",20231010,"-",0.10494,-0.100949,0.186382,0.373667,-0.765589,0.0901062,-0.0972205,0.668939,-0.174288,-0.26608,-0.0448493,-0.218992
"1452","ARPC3P3",9606,729494,"-","-","HGNC:HGNC:39432|AllianceGenome:HGNC:39432","11","11q21","actin related protein 2/3 complex subunit 3 pseudogene 3","pseudo","ARPC3P3","actin related protein 2/3 complex subunit 3 pseudogene 3","O","actin related protein 2/3 complex, subunit 3, 21kDa pseudogene",20231010,"-",-0.0030123,0.165536,-0.107617,0.0339488,0.182932,-0.0334746999999999,0.0729,-0.0127027999999999,0.0506459,-0.0342834999999999,0.0316567,0.0822491
"1453","ARPC3P4",9606,100421973,"-","-","HGNC:HGNC:39434|AllianceGenome:HGNC:39434","11","11q13.4","actin related protein 2/3 complex subunit 3 pseudogene 4","pseudo","ARPC3P4","actin related protein 2/3 complex subunit 3 pseudogene 4","O","actin related protein 2/3 complex, subunit 3, 21kDa pseudogene",20231010,"-",-0.608254,-0.0643671959557315,-0.183023,-0.545356,-1.91624,0.3932,0.575073,-0.0173240453009515,-1.13829,-0.0587217,1.06666,-0.0714197999999999
"1454","ARPC3P5",9606,441131,"-","-","HGNC:HGNC:39435|AllianceGenome:HGNC:39435","6","6p22.3","actin related protein 2/3 complex subunit 3 pseudogene 5","pseudo","ARPC3P5","actin related protein 2/3 complex subunit 3 pseudogene 5","O","actin related protein 2/3 complex, subunit 3, 21kDa pseudogene",20231010,"-",-0.224841,-0.263322,-0.100314,0.0655752,-0.173498,-0.128893,-0.0297053,-0.0853663,-0.123418,-0.287317,0.047869,-0.0753508999999999
"1455","ARPC4",9606,10093,"-","ARC20|DEVLO|P20-ARC","MIM:604226|HGNC:HGNC:707|Ensembl:ENSG00000241553|AllianceGenome:HGNC:707","3","3p25.3","actin related protein 2/3 complex subunit 4","protein-coding","ARPC4","actin related protein 2/3 complex subunit 4","O","actin-related protein 2/3 complex subunit 4|actin related protein 2/3 complex, subunit 4, 20kDa|arp2/3 complex 20 kDa subunit|arp2/3 protein complex subunit p20",20231105,"-",-0.113026,-0.024574,-0.0595451,-0.0244912,-0.204569,-0.04754,0.0108581,0.184507,-0.0254302,-0.0858268999999999,0.0386897,0.0131063
"1456","ARPC4-TTLL3",9606,100526693,"-","ARC20|ARPC4|p20-ARC","HGNC:HGNC:38830|Ensembl:ENSG00000250151|AllianceGenome:HGNC:38830","3","3p25.3","ARPC4-TTLL3 readthrough","protein-coding","ARPC4-TTLL3","ARPC4-TTLL3 readthrough","O","ARPC4-TTLL3 fusion protein|ARPC4-TTLL3 read-through transcript|Actin-related protein 2/3 complex subunit 4|Arp2/3 complex 20 kDa subunit",20231010,"-",-0.100007,-0.259445,-0.178226,-0.257271,0.267551,0.00477453,0.181898,-0.522464,0.0344337,0.159964,-0.100554,-0.0660747
