"","Symbol","X.tax_id","GeneID","LocusTag","Synonyms","dbXrefs","chromosome","map_location","description","type_of_gene","Symbol_from_nomenclature_authority","Full_name_from_nomenclature_authority","Nomenclature_status","Other_designations","Modification_date","Feature_type","H1975_Veh_vs_H1975_C36","H3255_Veh_vs_H3255_C36","H820_Veh_vs_H820_E07","H1975_Veh_vs_H1975_E07","H3255_E07_vs_H3255_C36","H820_Veh_vs_H820_C36","H820_E07_vs_H820_C36","H3255_Veh_vs_H3255_E07","A549_E07_vs_A549_C36","H1975_E07_vs_H1975_C36","A549_Veh_vs_A549_E07","A549_Veh_vs_A549_C36"
"37467","TREHP1",9606,768086,"-","-","HGNC:HGNC:51907|AllianceGenome:HGNC:51907","11","11q23.3","trehalase pseudogene 1","pseudo","TREHP1","trehalase pseudogene 1","O","trehalase (brush-border membrane glycoprotein) pseudogene",20231010,"-",-0.859601,0.232887,-0.744207,-1.53959,-0.0189869005736408,-0.553522,0.189168,0.0221052807923726,0.0431471,0.68379,-0.525815,-0.479974
"37468","TREM1",9606,54210,"-","CD354|TREM-1","MIM:605085|HGNC:HGNC:17760|Ensembl:ENSG00000124731|AllianceGenome:HGNC:17760","6","6p21.1","triggering receptor expressed on myeloid cells 1","protein-coding","TREM1","triggering receptor expressed on myeloid cells 1","O","triggering receptor expressed on myeloid cells 1|triggering receptor expressed on monocytes 1",20231015,"-",0.533629,-0.0196197999999999,2.3489,0.423714,-1.30186,0.0894387604787184,0.0181049939723034,1.2868,0,0.113515,0.0159398158046957,0.0159787680916036
"37469","TREML2",9606,79865,"-","C6orf76|TLT-2|TLT2|dJ238O23.1","MIM:609715|HGNC:HGNC:21092|Ensembl:ENSG00000112195|AllianceGenome:HGNC:21092","6","6p21.1","triggering receptor expressed on myeloid cells like 2","protein-coding","TREML2","triggering receptor expressed on myeloid cells like 2","O","trem-like transcript 2 protein|triggering receptor expressed on myeloid cells-like protein 2",20231010,"-",0.007506171349632,0,1.49245,0.0075385062316799,0,-0.845024,-2.33915,0,0,0,0.0028187233004219,0.0028256635008431
"37470","TREML3P",9606,340206,"-","TLT3|TREML3","MIM:609716|HGNC:HGNC:30806|Ensembl:ENSG00000290563|AllianceGenome:HGNC:30806","6","6p21.1","triggering receptor expressed on myeloid cells like 3, pseudogene","pseudo","TREML3P","triggering receptor expressed on myeloid cells like 3, pseudogene","O","TREM like transcript 3",20231010,"-",-0.210812,-0.0167754183742942,0,-1.66502,-0.220534,0,0,-0.0143861463232762,-0.00618479,1.45711,-0.62053,-0.627544
"37471","TREML4",9606,285852,"-","TLT-4|TLT4","MIM:614664|HGNC:HGNC:30807|Ensembl:ENSG00000188056|AllianceGenome:HGNC:30807","6","6p21.1","triggering receptor expressed on myeloid cells like 4","protein-coding","TREML4","triggering receptor expressed on myeloid cells like 4","O","trem-like transcript 4 protein|TREM like transcript 4|triggering receptor expressed on myeloid cells-like protein 4",20231010,"-",0.005214750336914,-0.0094173344103175,-0.0042122849357778,0.0052372325007056,-0.009527637606137,0,0.0042067035880522,0,-0.0807005,0,1.893,1.80888
"37472","TRERF1",9606,55809,"-","BCAR2|HSA277276|RAPA|TREP132|TReP-132|dJ139D8.5","MIM:610322|HGNC:HGNC:18273|Ensembl:ENSG00000124496|AllianceGenome:HGNC:18273","6","6p21.1","transcriptional regulating factor 1","protein-coding","TRERF1","transcriptional regulating factor 1","O","transcriptional-regulating factor 1|breast cancer anti-estrogen resistance 2|rapa-1|rapa-2|transcriptional regulating protein 132|zinc finger protein rapa|zinc finger transcription factor TReP-132",20231010,"-",-0.0903973999999999,0.0182832,0.0724526,-0.00155228,0.479756,-0.0550631999999999,-0.12867,-0.45767,-0.0818668,-0.0862615,0.0325825999999999,-0.0494101
"37473","TRERNA1",9606,100887755,"-","LINC00651|treRNA","HGNC:HGNC:44307|AllianceGenome:HGNC:44307","20","20q13.13","translation regulatory long non-coding RNA 1","ncRNA","TRERNA1","translation regulatory long non-coding RNA 1","O","long intergenic non-protein coding RNA 651|ncRNA-a7|noncoding RNA-activating 7|translational regulatory long non-coding RNA",20231010,"-",0.0292951260125976,0,0,-0.349371,0,0,0,0,0,0.037460522546931,0,0
"37474","TREX1",9606,11277,"-","AGS1|CRV|DRN3|HERNS|RVCLS","MIM:606609|HGNC:HGNC:12269|Ensembl:ENSG00000213689|AllianceGenome:HGNC:12269","3","3p21.31","three prime repair exonuclease 1","protein-coding","TREX1","three prime repair exonuclease 1","O","three-prime repair exonuclease 1|3' repair exonuclease 1|3'-5' exonuclease TREX1|DNase III|deoxyribonuclease III",20231015,"-",-0.212952,0,-0.345039,-0.405022,0,0.0216457,0.36632,0,-0.117082,0.19445,-0.110166,-0.227232
"37475","TREX2",9606,11219,"-","-","MIM:300370|HGNC:HGNC:12270|Ensembl:ENSG00000183479|AllianceGenome:HGNC:12270","X","Xq28","three prime repair exonuclease 2","protein-coding","TREX2","three prime repair exonuclease 2","O","three prime repair exonuclease 2|3'-5' exonuclease TREX2 long form",20231010,"-",-0.0770266999999999,0.15501,-0.00453648,-0.139804,0.549542,0.249624,0.252943,-0.390078,-0.00134502,0.065204,-0.0514101999999999,-0.0530434
"37476","TRF-GAA10-1",9606,100189497,"-","TRNAF16P","HGNC:HGNC:35072|AllianceGenome:HGNC:35072","1","1p11.2","tRNA-Phe (anticodon GAA) 10-1","pseudo","TRF-GAA10-1","tRNA-Phe (anticodon GAA) 10-1","O","tRNA-Phe (GAA) 10-1|transfer RNA phenylalanine 16 (anticodon GAA) pseudogene|transfer RNA-Phe (GAA) 10-1",20231010,"-",0,0,0,0,0,0,-0.117713923900652,0,0,0,0,0
"37477","TRF-GAA8-1",9606,100189446,"-","TRNAF13P","HGNC:HGNC:35016|AllianceGenome:HGNC:35016","6","6q14.1","tRNA-Phe (anticodon GAA) 8-1","pseudo","TRF-GAA8-1","tRNA-Phe (anticodon GAA) 8-1","O","tRNA-Phe-GAA-8-1|transfer RNA phenylalanine 13 (anticodon GAA) pseudogene|transfer RNA-Phe (GAA) 8-1",20231010,"-",0,0,0,0,0,-7.18496457901694,-7.19474700664092,0,0,0,0,0
"37478","TRF-GAA9-1",9606,100189533,"-","TRNAF17P","HGNC:HGNC:35110|AllianceGenome:HGNC:35110","1","1q21.1","tRNA-Phe (anticodon GAA) 9-1","pseudo","TRF-GAA9-1","tRNA-Phe (anticodon GAA) 9-1","O","tRNA-Phe-GAA-9-1|transfer RNA phenylalanine 17 (anticodon GAA) pseudogene|transfer RNA-Phe (GAA) 9-1",20231010,"-",-0.174673583213575,0,0,0,0,0,0,0,0,-0.17591033271973,0,0
"37479","TRG",9606,6965,"-","TCRG|TRG@","HGNC:HGNC:12271|AllianceGenome:HGNC:12271","7","7p14.1","T cell receptor gamma locus","protein-coding","TRG","T cell receptor gamma locus","O","T-cell antigen receptor, gamma polypeptide|T-cell rearranging gene, gamma|T-cell receptor, gamma cluster|TCRG, TRG@",20231010,"-",-0.0440451,-1.87452,-0.0580993,-0.125257,-1.0163,0.0254327,0.0823586,-0.853791,0.10037,0.0842941,-0.320684,-0.220615
"37480","TRG-AS1",9606,100506776,"-","TCRGV","HGNC:HGNC:48974|Ensembl:ENSG00000281103|AllianceGenome:HGNC:48974","7","7p14.1","T cell receptor gamma locus antisense RNA 1","ncRNA","TRG-AS1","T cell receptor gamma locus antisense RNA 1","O","TRG antisense RNA 1",20231010,"-",-0.312165,0,0.535704,-1.35577,0,1.2278,0.690824,0,-0.295846,1.04477,0.179157,-0.116811
"37481","TRG-TCC1-1",9606,7197,"-","TRG3|TRNAG3","MIM:615303|HGNC:HGNC:12274|AllianceGenome:HGNC:12274","19","19p13.3","tRNA-Gly (anticodon TCC) 1-1","tRNA","TRG-TCC1-1","tRNA-Gly (anticodon TCC) 1-1","O","tRNA glycine (UCC) 3|tRNA glycine 3 (anticodon UCC)|tRNA-Gly (TCC) 1-1|transfer RNA glycine 3 (anticodon UCC)|transfer RNA-Gly (TCC) 1-1",20231010,"-",0,0,0,0,0,0,0,0,7.56842739284624,0,-7.55326065407767,0
"37482","TRGC1",9606,6966,"-","C1|TARP|TCRG|TCRGC1","MIM:186970|HGNC:HGNC:12275|Ensembl:ENSG00000211689|IMGT/GENE-DB:TRGC1|AllianceGenome:HGNC:12275","7","7p14.1","T cell receptor gamma constant 1","other","TRGC1","T cell receptor gamma constant 1","O","T-cell receptor gamma alternate reading frame protein|T-cell receptor, gamma, constant region C1",20231010,"-",0,0.0039216233605443,0,0,0.001855612357744,0,0,1.09971,0,0,0,0
"37483","TRGC2",9606,6967,"-","TCRGC2|TRGC2(2X)|TRGC2(3X)","MIM:615450|HGNC:HGNC:12276|Ensembl:ENSG00000227191|IMGT/GENE-DB:TRGC2|AllianceGenome:HGNC:12276","7","7p14.1","T cell receptor gamma constant 2","other","TRGC2","T cell receptor gamma constant 2","O","T-cell receptor, gamma, constant region C2",20231010,"-",0,2.80455,0,0,-0.0008941245474671,0,0,0.0061791991103822,0,0,0,0
"37484","TRGV1",9606,6973,"-","TCRGV1|V1S1P","HGNC:HGNC:12284|Ensembl:ENSG00000211701|IMGT/GENE-DB:TRGV1|AllianceGenome:HGNC:12284","7","7p14.1","T cell receptor gamma variable 1 (non-functional)","pseudo","TRGV1","T cell receptor gamma variable 1 (non-functional)","O","T cell receptor gamma variable 1 pseudogene|T-cell receptor TRG locus TRGV1*01|T-cell receptor, gamma, variable region V1 (pseudogene)",20231010,"-",0,0,0,0,0,0,0,0,-0.0415087837698216,0,0.0410323810543548,-0.00670673
"37485","TRGV2",9606,6974,"-","TCRGV2|VIS2","HGNC:HGNC:12287|Ensembl:ENSG00000233306|IMGT/GENE-DB:TRGV2|AllianceGenome:HGNC:12287","7","7p14.1","T cell receptor gamma variable 2","other","TRGV2","T cell receptor gamma variable 2","O","T-cell receptor, gamma, variable region V2",20231010,"-",0,0,0,0,0,-0.04066761214413,-0.0409422141611649,0,0,0,0.0274708716207802,0.0276118469449589
"37486","TRGV4",9606,6977,"-","TCRGV4|V1S4","HGNC:HGNC:12289|Ensembl:ENSG00000211698|IMGT/GENE-DB:TRGV4|AllianceGenome:HGNC:12289","7","7p14.1","T cell receptor gamma variable 4","other","TRGV4","T cell receptor gamma variable 4","O","T-cell receptor, gamma, variable region V4",20231010,"-",0,0,0,-0.0648618868392005,0,0,0,0,0,0.0650717964014551,0,0
"37487","TRGV5",9606,6978,"-","TCRGV5|V1S5","HGNC:HGNC:12290|Ensembl:ENSG00000211697|IMGT/GENE-DB:TRGV5|AllianceGenome:HGNC:12290","7","7p14.1","T cell receptor gamma variable 5","other","TRGV5","T cell receptor gamma variable 5","O","T-cell gamma precursor protein|T-cell receptor, gamma, variable region V5",20231010,"-",0.0764709847496067,0,0,0.0767165585145853,0,0,0,0,0,0,0,0
"37488","TRGV5P",9606,6979,"-","TCRGV5P|V1S5P","HGNC:HGNC:12291|Ensembl:ENSG00000228668|IMGT/GENE-DB:TRGV5P|AllianceGenome:HGNC:12291","7","7p14.1","T cell receptor gamma variable 5P (pseudogene)","pseudo","TRGV5P","T cell receptor gamma variable 5P (pseudogene)","O","T cell receptor gamma variable 5 pseudogene|T-cell receptor TRG locus TRGV5P*02|T-cell receptor TRG locus TRGV5P*02_S1431|T-cell receptor, gamma, variable region V5P (pseudogene)",20231010,"-",0,0,-0.0351300716385391,0,0,0,0.0351113452602093,0,0,0,0,0
"37489","TRGV7",9606,6981,"-","TCRGV7|V1S7P","HGNC:HGNC:12293|Ensembl:ENSG00000249978|IMGT/GENE-DB:TRGV7|AllianceGenome:HGNC:12293","7","7p14.1","T cell receptor gamma variable 7 (pseudogene)","pseudo","TRGV7","T cell receptor gamma variable 7 (pseudogene)","O","T-cell receptor, gamma, variable region V7 (pseudogene)",20231010,"-",0,0,0,0,0,0,0,0,0.180118,0,-0.088806603352762,-0.0788182999972376
"37490","TRH",9606,7200,"-","Pro-TRH|TRF","MIM:613879|HGNC:HGNC:12298|Ensembl:ENSG00000170893|AllianceGenome:HGNC:12298","3","3q22.1","thyrotropin releasing hormone","protein-coding","TRH","thyrotropin releasing hormone","O","thyrotropin releasing hormone|TSH-releasing factor|pro-thyrotropin-releasing hormone|prothyroliberin|protirelin|thyrotropin-releasing factor",20231010,"-",0,0,0,0,0.0286637729156013,0,0,-0.0283350488616316,0,0,0,0
"37491","TRHDE",9606,29953,"-","PAP-II|PGPEP2|TRH-DE","MIM:606950|HGNC:HGNC:30748|Ensembl:ENSG00000072657|AllianceGenome:HGNC:30748","12","12q21.1","thyrotropin releasing hormone degrading enzyme","protein-coding","TRHDE","thyrotropin releasing hormone degrading enzyme","O","thyrotropin-releasing hormone-degrading ectoenzyme|TRH-degrading ectoenzyme|TRH-specific aminopeptidase|pyroglutamyl aminopeptidase II|pyroglutamyl-peptidase II|thyroliberinase",20231010,"-",0.00197836,0.0053769044372686,0,0.881511,0,0,0,0.0053920825426255,-0.0052848406322492,-0.879201,0.0014997240573002,-1.80704
"37492","TRHR",9606,7201,"-","CHNG7|TRH-R","MIM:188545|HGNC:HGNC:12299|Ensembl:ENSG00000174417|AllianceGenome:HGNC:12299","8","8q23.1","thyrotropin releasing hormone receptor","protein-coding","TRHR","thyrotropin releasing hormone receptor","O","thyrotropin-releasing hormone receptor|thyroliberin receptor",20231105,"-",0.604641,-0.901458,0.170585,-0.0351444,-1.79918,0.281418,0.110156,0.901781,0.834374,0.642655,0.0218283,0.855493
"37493","TRIAP1",9606,51499,"-","HSPC132|MDM35|P53CSV|WF-1","MIM:614943|HGNC:HGNC:26937|Ensembl:ENSG00000170855|AllianceGenome:HGNC:26937","12","12q24.31","TP53 regulated inhibitor of apoptosis 1","protein-coding","TRIAP1","TP53 regulated inhibitor of apoptosis 1","O","TP53-regulated inhibitor of apoptosis 1|mitochondrial distribution and morphology 35 homolog|p53-inducible cell-survival factor|protein 15E1.1",20231010,"-",-0.0146544999999999,0.0400591,-0.0714788,0.160379,-0.056066,-0.060391,0.00991188,0.100685,0.0696185,-0.172387,-0.00241229,0.0670406
"37494","TRIB1",9606,10221,"-","C8FW|GIG-2|GIG2|SKIP1|TRB-1|TRB1","MIM:609461|HGNC:HGNC:16891|Ensembl:ENSG00000173334|AllianceGenome:HGNC:16891","8","8q24.13","tribbles pseudokinase 1","protein-coding","TRIB1","tribbles pseudokinase 1","O","tribbles homolog 1|G-protein-coupled receptor induced protein|G-protein-coupled receptor-induced gene 2 protein|G-protein-coupled receptor-induced protein 2|phosphoprotein regulated by mitogenic pathways|tribbles-like protein 1",20231010,"-",0.0601416999999999,-0.0240772,-0.246816,0.0384616,-0.737612,-0.274866,-0.0292236,0.718129,-0.0393899,0.0243065999999999,0.145657,0.106104
"37495","TRIB1AL",9606,130406855,"-","TRIBAL","HGNC:HGNC:56762","8","8q24.13","TRIB1 associated lncRNA","ncRNA","TRIB1AL","TRIB1 associated lncRNA","O","TRIB1-associated locus",20231010,"-",0.481911,-0.0084477912423388,1.09386,0.697607,-0.0085477708745042,-0.28052,-1.37581,0,0.0181505837536258,-0.212313,-2.34526,0.0035712669739459
"37496","TRIB2",9606,28951,"-","C5FW|GS3955|TRB2","MIM:609462|HGNC:HGNC:30809|Ensembl:ENSG00000071575|AllianceGenome:HGNC:30809","2","2p24.3","tribbles pseudokinase 2","protein-coding","TRIB2","tribbles pseudokinase 2","O","tribbles homolog 2",20231010,"-",0.0048193,-0.109875,0.134793,0.440001,-0.368348,-0.0239846,-0.159975,0.263059,-1.21818,-0.432718,-0.17372,-1.39332
"37497","TRIB3",9606,57761,"-","C20orf97|NIPK|SINK|SKIP3|TRB3","MIM:607898|HGNC:HGNC:16228|Ensembl:ENSG00000101255|AllianceGenome:HGNC:16228","20","20p13","tribbles pseudokinase 3","protein-coding","TRIB3","tribbles pseudokinase 3","O","tribbles homolog 3|TRB-3|neuronal cell death inducible putative kinase|p65-interacting inhibitor of NF-kappa-B|p65-interacting inhibitor of NF-kappaB",20231010,"-",-0.0808648999999999,-0.221953,-0.0621161999999999,0.0630173,-0.29579,-0.0137781,0.0471759,0.0783435,-0.178133,-0.141121,-0.134528,-0.31278
"37498","TRIL",9606,9865,"-","-","MIM:613356|HGNC:HGNC:22200|Ensembl:ENSG00000255690|AllianceGenome:HGNC:22200","7","7p14.3","TLR4 interactor with leucine rich repeats","protein-coding","TRIL","TLR4 interactor with leucine rich repeats","O","TLR4 interactor with leucine rich repeats",20231010,"-",0.303194,-0.0478183,-0.34076,0.119465,0.150453,0.557363,0.897119,-0.19374,2.04261,0.186663,-1.18101,0.862083
"37499","TRIM11",9606,81559,"-","BIA1|RNF92","MIM:607868|HGNC:HGNC:16281|Ensembl:ENSG00000154370|AllianceGenome:HGNC:16281","1","1q42.13","tripartite motif containing 11","protein-coding","TRIM11","tripartite motif containing 11","O","E3 ubiquitin-protein ligase TRIM11|RING finger protein 92|RING-type E3 ubiquitin transferase TRIM11|tripartite motif-containing protein 11",20231105,"-",0.0013277999999999,-0.0388950999999999,-0.0093875,0.136395,-0.0181716,-0.011284,-0.00305392,-0.0161415,-0.00324032,-0.132438,-0.0138967999999999,-0.0173024
"37500","TRIM13",9606,10206,"-","CAR|DLEU5|LEU5|RFP2|RNF77","MIM:605661|HGNC:HGNC:9976|Ensembl:ENSG00000204977|AllianceGenome:HGNC:9976","13","13q14.2","tripartite motif containing 13","protein-coding","TRIM13","tripartite motif containing 13","O","E3 ubiquitin-protein ligase TRIM13|B-cell chronic lymphocytic leukemia tumor suppressor Leu5|CLL-associated RING finger|RING finger protein 77|RING-type E3 ubiquitin transferase TRIM13|leukemia-associated protein 5|putative tumor suppressor RFP2|ret finger protein 2|tripartite motif protein 13|tripartite motif-containing protein 13",20231105,"-",-0.0300714999999999,-0.1669,-0.170585,0.106532,0.183018,-0.068283,0.101123,-0.345289,0.0585226,-0.133911,-0.0066908999999999,0.0515681
"37501","TRIM14",9606,9830,"-","-","MIM:606556|HGNC:HGNC:16283|Ensembl:ENSG00000106785|AllianceGenome:HGNC:16283","9","9q22.33","tripartite motif containing 14","protein-coding","TRIM14","tripartite motif containing 14","O","tripartite motif-containing protein 14|tripartite motif protein TRIM14",20231015,"-",-0.0181544999999999,-0.137265,0.0256932,0.0828613999999999,-0.135103,-0.00246555,-0.0293142999999999,0.00243862,-0.00534033,-0.0982996999999999,-0.00544989,-0.0109925
"37502","TRIM15",9606,89870,"-","RNF93|ZNF178|ZNFB7","HGNC:HGNC:16284|Ensembl:ENSG00000204610|AllianceGenome:HGNC:16284","6","6p22.1","tripartite motif containing 15","protein-coding","TRIM15","tripartite motif containing 15","O","E3 ubiquitin-protein ligase TRIM15|RING finger protein 93|tripartite motif-containing protein 15|zinc finger protein 178|zinc finger protein B7",20231108,"-",0,0,0,0,0,-0.0159010051542023,-0.0159976017872063,0,0,0,0,0
"37503","TRIM16",9606,10626,"-","EBBP","MIM:609505|HGNC:HGNC:17241|Ensembl:ENSG00000221926|AllianceGenome:HGNC:17241","17","17p12","tripartite motif containing 16","protein-coding","TRIM16","tripartite motif containing 16","O","tripartite motif-containing protein 16|E3 ubiquitin-protein ligase TRIM16|estrogen-responsive B box protein",20231030,"-",0.124401,-0.0370943,-0.0376526,0.0430315999999999,-0.187691,0.0359187,0.0724303,0.155144,0.023971,0.0840442,0.0744804999999999,0.0984183
"37504","TRIM16L",9606,147166,"-","TRIM70","HGNC:HGNC:32670|Ensembl:ENSG00000291110|AllianceGenome:HGNC:32670","17","17p11.2","tripartite motif containing 16 like (pseudogene)","pseudo","TRIM16L","tripartite motif containing 16 like (pseudogene)","O","tripartite motif protein 70|tripartite motif-containing 16-like|tripartite motif-containing protein 16-like protein|tripartite motif-containing protein 70",20231010,"-",0.0695267,-0.180457,-0.0538248,-0.122069,-0.471971,-0.0218874,0.0307537,0.296075,0.0208447,0.194191,0.0992557,0.120007
"37505","TRIM17",9606,51127,"-","RBCC|RNF16|terf","MIM:606123|HGNC:HGNC:13430|Ensembl:ENSG00000162931|AllianceGenome:HGNC:13430","1","1q42.13","tripartite motif containing 17","protein-coding","TRIM17","tripartite motif containing 17","O","E3 ubiquitin-protein ligase TRIM17|RING finger protein terf|RING-type E3 ubiquitin transferase TRIM17|ring finger protein 16|testis RING finger protein|tripartite motif-containing protein 17",20231106,"-",-0.179425,0.277362,0.514537,-0.89884,-0.154776,-0.26288,-0.778645,0.437313,0.38133,0.723136,-0.549121,-0.167802
"37506","TRIM2",9606,23321,"-","CMT2R|RNF86","MIM:614141|HGNC:HGNC:15974|Ensembl:ENSG00000109654|AllianceGenome:HGNC:15974","4","4q31.3","tripartite motif containing 2","protein-coding","TRIM2","tripartite motif containing 2","O","tripartite motif-containing protein 2|Charcot-Marie-Tooth disease, type 2R|E3 ubiquitin-protein ligase TRIM2|RING finger protein 86|RING-type E3 ubiquitin transferase TRIM2|tripartite motif protein TRIM2",20231015,"-",0.365847,0.185904,-0.0175085,-0.118966,-0.00495986,-0.00201291,0.0142982,0.195429,0.22722,0.487445,0.00595982,0.232646
"37507","TRIM21",9606,6737,"-","RNF81|RO52|Ro/SSA|SSA|SSA1","MIM:109092|HGNC:HGNC:11312|Ensembl:ENSG00000132109|AllianceGenome:HGNC:11312","11","11p15.4","tripartite motif containing 21","protein-coding","TRIM21","tripartite motif containing 21","O","E3 ubiquitin-protein ligase TRIM21|52 kDa Ro protein|52 kDa ribonucleoprotein autoantigen Ro/SS-A|RING finger protein 81|RING-type E3 ubiquitin transferase TRIM21|Ro/SSA 52kDa|SS-A|Sicca syndrome antigen A|Sjogren syndrome antigen A1 (52kDa, ribonucleoprotein autoantigen SS-A/Ro)|ro(SS-A)|sjoegren syndrome type A antigen|tripartite motif-containing protein 21",20231114,"-",-0.0142175,-0.186861,0.0198046,-0.0598148,0.149988,-0.00910617,-0.0300462,-0.33227,0.0306787,0.0483204,-0.0267493,0.00386525
"37508","TRIM22",9606,10346,"-","GPSTAF50|RNF94|STAF50","MIM:606559|HGNC:HGNC:16379|Ensembl:ENSG00000132274|AllianceGenome:HGNC:16379","11","11p15.4","tripartite motif containing 22","protein-coding","TRIM22","tripartite motif containing 22","O","E3 ubiquitin-protein ligase TRIM22|50 kDa-stimulated trans-acting factor|RING finger protein 94|RING-type E3 ubiquitin transferase TRIM22|staf-50|stimulated trans-acting factor (50 kDa)|tripartite binding motif 22|tripartite motif protein TRIM22|tripartite motif-containing protein 22",20231105,"-",0.811326,-2.27455,0.0930376,-0.377875,-0.466897,0.282301,0.188176,-1.80273,-0.201766,1.1911,-0.382933,-0.584586
