gene	cell_line	condition	regulation	p_value	q_value	A549_C36_vs_Veh	A549_E07_vs_C36	A549_E07_vs_Veh	H1975_C36_vs_Veh	H1975_E07_vs_C36	H1975_E07_vs_Veh	H3255_C36_vs_Veh	H3255_E07_vs_C36	H3255_E07_vs_Veh	H820_C36_vs_Veh	H820_E07_vs_C36	H820_E07_vs_Veh
MTCH2-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-0.5275989999999999								
MTCH2-2	H1975	E07_vs_Veh	downregulated	0.0005	0.0133773						-0.536467						
MTCH2-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.85184					
MTCH2-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-3.46496				
MTCH2-2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.61863			
MTCH2-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-3.5541		
MTCH2-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											2.86901	
MTCH2-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.684029
MTCO1P2	H3255	E07_vs_C36	upregulated	0.0001	0.00143002								0.718082				
MTCO1P40	H3255	E07_vs_C36	upregulated	0.0003	0.00361843								0.773717				
MTCO1P40	H820	C36_vs_Veh	upregulated	0.00045	0.0195206										0.8801709999999999		
MTFP1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.624798			
MTHFD2L	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.546297			
MTHFR	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.539405			
MTMR9	A549	C36_vs_Veh	upregulated	0.0012	0.0406258	2.27401											
MTX1-2	A549	C36_vs_Veh	downregulated	0.0006	0.0235938	-2.86429											
MTX1-2	H1975	E07_vs_C36	upregulated	0.00015	0.00441843					2.98542							
MTX1-2	H1975	E07_vs_Veh	upregulated	0.0002	0.00635906						3.66335						
MTX1LP	H3255	E07_vs_Veh	upregulated	0.00125	0.0113085									0.514048			
MUC20-8	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.968651				
MUC20-8	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.912585			
MUC20P1	H3255	E07_vs_Veh	upregulated	0.002	0.016501									1.46648			
MX1	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							2.64536					
MX1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.99069				
MX1	H3255	E07_vs_Veh	upregulated	0.0015	0.0130413999999999									0.64959			
MX2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.592802											
MX2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							2.11328					
MX2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.3733				
MXD4	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.13228				
MXD4	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.0773700000000002			
MXRA8	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.714834				
MXRA8	H3255	E07_vs_Veh	upregulated	0.0011	0.010238									0.539555			
MYBPH	H3255	E07_vs_Veh	downregulated	0.0028	0.0214585									-1.42519			
MYCL	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.612071				
MYCL	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-0.518046		
MYEOV	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.575591							
MYEOV	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.7167						
MYEOV	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.571346				
MYEOV	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.76268			
MYG1	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	3.97528											
MYG1	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-2.09932										
MYG1	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			1.87362									
MYG1	H3255	E07_vs_C36	upregulated	0.00175	0.0155425								0.971509				
MYG1	H3255	E07_vs_Veh	upregulated	0.00245	0.0193762									2.6017900000000003			
MYLIP	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.542478				
MYO15B	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.735329							
MYO15B	H1975	E07_vs_Veh	upregulated	0.0003	0.00880485						0.6209319999999999						
MYO19-2	H3255	E07_vs_Veh	upregulated	0.0054	0.036231									1.26005			
MYRIP	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.49184				
MYRIP	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.27556			
MZT2B	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-3.62575											
MZT2B	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-3.7828									
MZT2B	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							2.50921					
MZT2B	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.95089				
MZT2B-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-3.3847400000000003					
MZT2B-2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-2.91206			
NAALADL2	H1975	E07_vs_Veh	upregulated	0.00135	0.0273917						0.502656						
NACA2	H820	E07_vs_C36	downregulated	0.0004	0.0308564											-0.733137	
NAMPT	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.580782				
NAMPT	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.539797			
NAMPTP1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.5898439999999999				
NAMPTP1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.538913			
NAP1L4	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-0.642165											
NAP1L4	A549	E07_vs_C36	upregulated	5e-05	0.00476088		1.24349										
NAP1L4	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.601298									
NAP1L4	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.510455				
NAP1L4-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				0.653373								
NAP1L4-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.650287							
NAP1L4-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.30062						
NAP1L4-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-1.36951					
NAP1L4-2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.18184			
NAP1L4-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											0.531493	
NAPRT	H1975	C36_vs_Veh	downregulated	0.00035	0.0270863				-1.65739								
NAPRT	H1975	E07_vs_C36	upregulated	0.00075	0.016221					1.5602200000000002							
NAPRT	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								2.72149				
NAPRT	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									2.8042			
NAPRT	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										0.52155		
NAPRT	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-0.8842840000000001	
NAPSB	A549	C36_vs_Veh	upregulated	0.0004	0.0173351	0.8035359999999999											
NATD1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.784887							
NATD1	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.7013520000000001						
NATD1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.05106				
NATD1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.0349700000000002			
NAXE-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-1.39991								
NAXE-2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.24039						
NAXE-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-2.35052					
NAXE-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								2.13068				
NAXE-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.64123		
NAXE-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.64081	
NBEAL2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.579046				
NCALD	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.5529350000000001				
NCOA7	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.5010789999999999				
NDE1-2	A549	C36_vs_Veh	upregulated	0.0005	0.0206421	1.3381299999999998											
NDE1-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-1.02335					
NDE1-2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.16909			
NDRG1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.597059				
NDRG1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.809577			
NDUFA11	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								3.64008				
NDUFA11	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									2.5941			
NDUFA11-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-4.35267					
NDUFA11-2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-4.99825			
NDUFA6-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							0.99801					
NDUFA6-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.23706				
NDUFAF2P1	H1975	E07_vs_C36	downregulated	0.00065	0.0145064					-0.817168							
NDUFAF2P1	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.31946						
NDUFAF2P1	H3255	E07_vs_C36	downregulated	0.00585	0.0404451								-0.99457				
NDUFAF2P1	H3255	E07_vs_Veh	downregulated	0.0071	0.0448628									-1.01594			
NDUFB10-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		3.18188										
NDUFB10-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			2.88718									
NDUFB10-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				2.96085								
NDUFB10-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-3.30649							
NDUFB10-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							3.5841					
NDUFB10-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.951164				
NDUFB10-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									4.53055			
NDUFB9	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.6008										
NDUFB9	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-1.7563400000000002									
NDUFB9	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				3.3852								
NDUFB9	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.02881							
NDUFB9	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						2.35602						
NDUFB9	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-3.53732					
NDUFB9	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								2.79005				
NDUFB9	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.750915			
NDUFB9	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.8333		
NDUFB9	H820	E07_vs_C36	upregulated	5e-05	0.00471417											2.58105	
NDUFB9	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.749199
NDUFS1	A549	E07_vs_C36	upregulated	5e-05	0.00476088		0.664316										
NDUFS1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.26034							
NDUFS1	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.38919						
NDUFS1	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.00066		
NDUFS1	H820	E07_vs_C36	upregulated	5e-05	0.00471417											2.03428	
NDUFS1	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.0348700000000002
NDUFS3-2	A549	C36_vs_Veh	upregulated	0.0001	0.00520597	0.577847											
NDUFS3-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				2.54611								
NDUFS3-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.8352200000000001							
NDUFS3-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						3.37744						
NDUFS3-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-2.64083					
NDUFS3-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								2.67842				
NDUFS3-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-3.60867		
NDUFS3-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-3.31772
NEAT1	H3255	E07_vs_Veh	upregulated	0.0001	0.00135278									0.518995			
NECAP2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.29795							
NECAP2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.16974						
NECAP2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.92254				
NECAP2	H3255	E07_vs_Veh	upregulated	0.0077	0.0475168									1.29996			
NECAP2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.98091		
NECAP2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											1.04669	
NECTIN1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.678388				
NECTIN1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.6867479999999999			
NEDD8	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-3.18492										
NEDD8	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-2.53579									
NEDD8	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-5.04744								
NEDD8	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					3.25902							
NEDD8	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.7901200000000002						
NEDD8	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-2.51752		
NEDD8	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-2.33734
NEDD9	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.686821				
NEK11	H3255	E07_vs_C36	upregulated	0.0022	0.0185371								0.8477950000000001				
NEK11	H3255	E07_vs_Veh	upregulated	0.0073	0.0457434									0.72845			
NEK8	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.542243				
NES	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.6944140000000001				
NES	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.939922			
NEURL1B	H3255	E07_vs_C36	downregulated	0.0009	0.00895661								-0.618889				
NEURL1B	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.982757			
NEURL2	H3255	E07_vs_C36	upregulated	0.0041	0.0307061								0.528536				
NEURL2	H3255	E07_vs_Veh	upregulated	0.00095	0.0090711									0.745571			
NEURL4-2	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-0.793257									
NEURL4-2	H1975	E07_vs_C36	downregulated	0.0001	0.00313005					-0.699621							
NEURL4-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-1.05876					
NEURL4-2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.665909			
NEXN	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-0.593851					
NEXN	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.6668850000000001			
NF1-2	H1975	E07_vs_Veh	downregulated	0.0017	0.0324665						-0.750496						
NFATC2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.5160100000000001							
NFATC4	H820	E07_vs_C36	upregulated	5e-05	0.00471417											0.847332	
NFATC4	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.8397209999999999
NFE2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.07662							
NFE2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.699756						
NFE2L3P2	H3255	E07_vs_C36	upregulated	0.0019	0.016609								0.961768				
NFIX	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.8500629999999999				
NFIX	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.62479			
NFKBIB-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	1.64009											
NFKBIB-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.91862										
NFKBIB-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.0440200000000002							
NFKBIB-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.45362						
NFKBIB-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							2.49118					
NFKBIB-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.8073			
NFKBIB-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.55722		
NFKBIB-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-2.65754	
NFKBIB-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-1.09903
NGEF	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.47991				
NGEF	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.36292			
NIM1K	H1975	E07_vs_C36	downregulated	0.0001	0.00313005					-0.692209							
NIM1K	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.780127						
NINL	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.595587				
NIPA2-2	H820	E07_vs_Veh	upregulated	0.0001	0.00551569												1.20842
NKAIN4	H820	E07_vs_Veh	upregulated	0.0009	0.0366913												0.976093
NKD2	H820	C36_vs_Veh	upregulated	0.0001	0.00528513										0.966865		
NKD2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.09945	
NKX1-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.785382				
NKX1-2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.11958			
NKX1-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										0.585034		
NKX1-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.652579
NKX2-8	H3255	E07_vs_Veh	upregulated	0.0066	0.0423625									0.734147			
NLGN2-2	H1975	E07_vs_C36	upregulated	0.0002	0.00562605					0.5208550000000001							
NMB	H3255	E07_vs_C36	downregulated	0.00295	0.0234225								-2.59663				
NMB	H3255	E07_vs_Veh	downregulated	0.0062	0.0402682									-2.33201			
NME1	H3255	E07_vs_Veh	downregulated	0.0001	0.00135278									-0.5605600000000001			
NMRAL1-2	H3255	E07_vs_C36	upregulated	0.0001	0.00143002								2.49735				
NMRAL1-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.93375			
NMRAL1-2	H820	C36_vs_Veh	upregulated	0.00095	0.0364734										0.796586		
NMUR1	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-2.31096
NNMT	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.504055							
NNMT	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.536646						
NOC4L-2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-1.30374											
NOC4L-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-2.06949										
NOC4L-2	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-3.37483									
NOC4L-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-4.15561							
NOC4L-2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-4.17419						
NOC4L-2	H3255	E07_vs_C36	upregulated	0.00105	0.0101059								1.00254				
NOC4L-2	H3255	E07_vs_Veh	upregulated	0.00035	0.00397444									1.30548			
NOC4L-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.53375		
NOC4L-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											1.38954	
NOCT	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							0.555267					
NOCT	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.5569529999999999				
NOL8	A549	C36_vs_Veh	upregulated	0.0004	0.0173351	0.548525											
NOL8	A549	E07_vs_Veh	upregulated	0.00035	0.0240494			0.587383									
NOL8	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-0.995741					
NOL8	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.972677				
NOL8-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				2.07436								
NOL8-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.2543799999999998							
NOMO1	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-0.689662											
NOMO1	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.59579					
NOMO1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.894277				
NOMO1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.696673			
NOMO1-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	1.26015											
NOMO1-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-0.814175										
NOMO1-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.792195							
NOMO1-2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.723983						
NOMO1-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							0.607711					
NOMO1-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.678516			
NOMO3	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.10907					
NOMO3	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.893755				
NOMO3	H820	C36_vs_Veh	downregulated	0.00045	0.0195206										-0.645		
NOMO3	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.910163
NOMO3-2	A549	C36_vs_Veh	upregulated	0.00055	0.0224821	0.617518											
NOMO3-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.941021									
NOMO3-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.04547					
NOMO3-2	H3255	E07_vs_C36	downregulated	0.0002	0.00257015								-0.789758				
NOMO3-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											0.982325	
NOMO3-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.11249
NOTUM	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.80111				
NOTUM	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.980693
NOX5	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.572064							
NOX5	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.599417						
NOXA1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.01442			
NPAS1	H3255	E07_vs_C36	upregulated	0.00025	0.00310849								0.8989				
NPIPA5	H3255	E07_vs_Veh	downregulated	0.0004	0.00444972									-1.81935			
NPIPA5	H820	E07_vs_C36	upregulated	5e-05	0.00471417											2.88905	
NPIPA5	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												2.69224
NPIPA5-2	A549	C36_vs_Veh	upregulated	0.00075	0.0280277	1.01106											
NPIPA5-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.59292										
NPIPA5-2	H1975	C36_vs_Veh	upregulated	0.0002	0.0169806				1.60436								
NPIPA5-2	H1975	E07_vs_C36	downregulated	0.00015	0.00441843					-1.67731							
NPIPA5-2	H820	C36_vs_Veh	upregulated	0.0001	0.00528513										1.54669		
NPIPB15	H3255	E07_vs_C36	upregulated	0.00115	0.0109311								0.602276				
NPM1P39	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-0.537075											
NPM1P5	H3255	E07_vs_C36	downregulated	0.00065	0.00691301								-0.973035				
NPM1P5	H3255	E07_vs_Veh	downregulated	0.0007	0.0071127									-1.03833			
NPNT	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.605985				
NPNT	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.544458			
