gene,H1975_Veh_vs_H1975_C36,H3255_Veh_vs_H3255_C36,H820_Veh_vs_H820_E07,H1975_Veh_vs_H1975_E07,H3255_E07_vs_H3255_C36,H820_Veh_vs_H820_C36,H820_E07_vs_H820_C36,H3255_Veh_vs_H3255_E07,A549_E07_vs_A549_C36,H1975_E07_vs_H1975_C36,A549_Veh_vs_A549_E07,A549_Veh_vs_A549_C36
ACAD10,0.0346285,0.109449,-0.109625,-0.0820177,0.48471000000000003,0.0401334999999999,0.14858,-0.370726,0.117021,0.11933900000000001,-0.0735365,0.043168
ACAD11,0.07296210000000002,-0.0724414,-0.0355233,0.0903728,0.5785,0.1040349999999999,0.138375,-0.646265,0.0209841,-0.0148667,-0.0349631999999999,-0.0142865
ACAD8,0.0659863999999999,-0.128023,-0.0138092999999999,-0.0540501,-0.123802,0.0400189,0.0526408,0.000388295,-0.00257979,0.122678,-0.193666,-0.196475
ACAD9,-0.10491400000000001,0.09052080000000001,0.0512928999999999,0.0257866,0.052065,-0.00631918,-0.0587578,0.042968900000000004,0.0405421,-0.12808,0.0420771,0.0823834
ACAD9-DT,-0.00706741,0.0548731,-0.040767000000000005,0.103801,0.357647,0.196547,0.236319,-0.298132,-0.167174,-0.107732,0.0856897,-0.0829514
ACADM,0.156383,0.0495331,-0.00559175,-0.00360643,0.010546,-0.00897617,-0.00454274,0.0435709,0.0868169,0.162572,0.0807751,0.167443
ACADS,-0.100354,0.339409,-0.0801183999999999,-0.244517,0.632608,0.13591,0.21490900000000002,-0.288697,0.0136751,0.14683,-0.137621,-0.1240339999999999
ACADSB,0.0615429,-0.0012174000000000002,-0.0777609,-0.0166354,0.280029,-0.0492799,0.0273277,-0.276667,0.0474843,0.0808413,0.011995700000000002,0.0592452
ACADVL,-0.0588693999999999,0.0735421,-0.0249404,-0.141154,0.0446712,-0.00318297,0.0205845,0.0334394,0.0262281,0.0850234,0.0244845,0.0506049
ACAN,-0.794161,1.0787200000000001,0.271934,-0.0392233,-0.0013108746555303,0.169476,-0.103005,0.0027405645474281,-0.330935,-0.752837,-0.15218800000000002,-0.4831819999999999
ACAP1-2,-0.0356396737269943,-0.0059596089333025,0.008367225938278001,-0.0265886137933832,-0.0060309704278242,0.23670500000000003,-0.0071077168412282,0.0,-0.0058368910910384,-0.42855200000000004,0.0,-0.0058075068014942
ACAP2,0.0738013,0.00843568,-0.020868,-0.0312124,-0.100739,-0.033416,-0.0137249,0.113749,0.131134,0.107616,0.0326196,0.163509
ACAP3,-0.10296300000000001,-0.109877,-0.190772,-0.0761581,-0.05353240000000001,-0.10831500000000001,0.0812733,-0.051790800000000005,-0.0366125,-0.024071000000000002,0.07208760000000002,0.0353077
ACAT1,0.08736160000000001,0.11893,-0.010424600000000001,0.0583202,-0.0101319999999999,0.0225936,0.0318618,0.133643,0.147516,0.031697300000000005,0.00252612,0.1498799999999999
ACAT2,0.15759700000000001,0.16364700000000001,0.08485380000000001,0.2510179999999999,-0.207085,0.0842935,-0.0017387000000000001,0.375284,0.126662,-0.0907893999999999,0.0383955999999999,0.16501
ACBD3,0.072861,0.0455847,0.0407833,0.000533714,0.034030300000000006,0.0129102999999999,-0.0290462999999999,0.0161082,0.031185700000000004,0.0749247,-0.0464652,-0.015448400000000001
ACBD3-AS1,-0.807184,-1.1379,-1.9454799999999999,0.1547348454282474,1.66835,-0.49332700000000007,1.45119,-2.8006900000000003,-1.4048100000000001,-0.2610613740655618,-1.63542,-3.0388
ACBD4,0.0339899,0.121956,-0.0844041999999999,-0.236603,0.6107090000000001,0.0650002,0.1482369999999999,-0.48422600000000005,-0.0304389999999999,0.273252,-0.0632389,-0.0938685
ACBD5,-0.00703665,0.0145373,-0.049679,-0.00903596,-0.124918,-0.0712778,-0.0227505,0.14404,0.0325084,0.00461102,-0.00915176,0.023200400000000003
ACBD6,-0.0456228,-0.0520285,0.0316504,0.0652351,-0.125162,0.0408717,0.00806244,0.0776062,0.07156180000000001,-0.108173,-0.0675536,0.00375667
ACBD7,0.0590891,0.312523,0.0162231,0.0236917,1.2257799999999999,-0.00167527,-0.019068400000000003,-0.90856,0.13207,0.0381231999999999,-0.0053170000000000005,0.126539
ACCS,0.0836828,-0.2393179999999999,-0.209521,-0.377602,0.427349,0.0283995,0.2368559999999999,-0.662017,0.034107,0.463908,-0.0680086,-0.0341365
ACCSL,0.0146042435218334,-0.0131186877510943,0.0,1.25205,-0.0132580848050387,0.0,0.0,0.0,0.0,0.0061936936157445,0.0,0.0
ACCSLP1,0.5246310000000001,0.377436,0.412566,0.0557416999999999,-1.10614,0.15221400000000002,-0.26148000000000005,1.48789,0.54686,0.471901,0.196179,0.7417590000000001
ACD,-0.03248,-0.0770382,0.0307557,0.165204,-0.0341987,0.0230739,-0.00880534,-0.0382502,-0.0664044999999999,-0.194982,0.1204809999999999,0.053782500000000004
ACE,-0.0408673,-0.0181742328851873,0.057258800000000006,-0.537409,0.4120529999999999,0.152522,0.0941443,-0.0241446159017362,0.278544,0.49928500000000003,0.416303,0.6943520000000001
ACE2,-1.19228,-0.0995121,0.235684,-1.25405,-0.291035,-0.5494359999999999,-0.786542,0.196074,-0.0337454,0.0653164,-0.459736,-0.49341
ACE3P,-0.0075632484571306,0.0,-0.0008868362240246,-0.0061895277173219,0.0,-0.0029937587803384,-1.7660099999999999,0.0,-0.0009921377467286,-0.293657,0.0,-0.0009871898127097
ACER1,0.0170697182173479,0.0,0.0,0.0171469904921622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER2,0.07442330000000001,0.017502200000000002,0.129821,-0.052346300000000005,-0.1695809999999999,-0.00404928,-0.135208,0.191548,-0.10832,0.129815,-0.0277390999999999,-0.136142
ACER3,0.155448,0.171603,0.00871719,0.287406,-0.269331,0.0928191,0.0828666,0.4452319999999999,0.0428489,-0.129052,-0.149315,-0.1068559999999999
ACHE,-0.114625,0.00140818,-0.243713,0.141938,-0.226836,-0.172547,0.0700674999999999,0.232763,-0.263019,-0.254029,-0.667219,-0.93121
ACIN1,-0.101998,-0.101987,-0.0363763,0.0279341,-0.125443,-0.0146889999999999,0.0205539,0.028071,-0.0967161999999999,-0.12718,-0.0627135,-0.159627
ACKR2,0.143901,0.42269700000000004,-0.0558226999999999,-0.43190600000000007,0.61857,0.328086,0.382892,-0.191218,-0.434471,0.578669,0.4755819999999999,0.0412257
ACKR3,0.287544,-0.0349511,-0.326205,-0.997708,0.8488969999999999,-0.229398,0.0956343,-0.879703,-0.0438884,1.28789,-0.8774489999999999,-0.921544
ACKR4,0.679916,-1.79685,0.9065979999999999,1.2284,-1.9806700000000002,1.2086700000000001,0.30142800000000003,0.188317,0.3945369999999999,-0.545613,-0.16112,0.23353600000000002
ACLY,0.049962,-0.0303358,0.0584041999999999,0.152622,-0.17366900000000002,0.0605222,0.000956567,0.147912,0.0363111,-0.0999694,0.0971432,0.133188
ACMSD,0.318833,-0.5831270000000001,-0.740679,-0.269125,0.312779,0.640861,1.38069,-0.8919549999999999,1.44508,0.592648,0.7333,2.17775
ACO1,-0.00694182,-0.011249700000000001,0.0981383999999999,0.00290468,-0.308141,0.0827859,-0.0165197999999999,0.3014449999999999,0.1225329999999999,-0.0072045,-0.09953560000000002,0.0228515
ACO2,-0.0717871,-0.0113084,-0.00130797,-0.104497,-0.0832091,-0.012923400000000002,-0.0127602999999999,0.0764327,-0.0319029999999999,0.0353731,0.0757123999999999,0.0436357
ACOD1,-0.08174760000000002,0.0,0.0,-0.5789300000000001,0.0,0.0,0.0,0.0,0.0,0.501065,0.0047979906314733,0.004809723888722001
ACOT1,-0.0277164,0.213815,-0.0155754999999999,-0.409288,0.493633,-0.0242104,-0.0097533,-0.27542,-0.0278089999999999,0.384049,0.108805,0.0805873999999999
ACOT11,-0.0635389,0.1172609999999999,0.0339750999999999,-0.272202,0.113391,0.253179,0.218069,0.00836812,0.1322849999999999,0.211317,-0.107839,0.0239769
ACOT12,0.679537,-0.492117,-0.1270119999999999,0.488068,0.07596950000000001,0.127693,0.253551,-0.564175,-0.336489,0.1935849999999999,-0.606545,-0.943393
ACOT13,0.00404421,-0.012822700000000001,-0.0491529,-0.0688801,0.018775,-0.0339759,0.0140098999999999,-0.0270575999999999,0.0630781999999999,0.0755798999999999,0.0043544,0.0673745
ACOT2,0.00227243,0.0582681,0.00555883,-0.3004679999999999,0.227634,-0.0232889999999999,-0.030046100000000003,-0.164892,-0.00699575,0.305427,-0.0904065,-0.09759960000000001
ACOT4,0.1343059999999999,0.245957,0.634192,0.0175806,0.0665133999999999,0.243436,-0.3920079999999999,0.183685,0.0794789,0.119592,-0.0752906999999999,0.0039586
ACOT6,0.261653,0.7414609999999999,0.42292700000000005,0.30537800000000004,0.0351464,0.766373,0.341974,0.709076,-0.9002190000000001,-0.0412327,-1.1406100000000001,-2.04098
ACOT7,0.029435700000000002,0.0849577,0.023409,0.224439,-0.543568,-0.00342136,-0.0279772,0.6331600000000001,0.0371304,-0.19229000000000002,0.100927,0.1378599999999999
ACOT8,-0.024755900000000004,0.123155,-0.0318883,-0.201165,0.295842,0.0862276999999999,0.116972,-0.168232,-0.0430746,0.179152,-0.00424696,-0.0477022
ACOT9,0.08466760000000001,0.1917589999999999,-0.108743,0.0951252,-0.0216700999999999,0.0148355,0.1224079999999999,0.217971,0.097518,-0.00770857,0.0722836999999999,0.169638
ACOX1,-0.00853355,0.0121284,0.058075800000000004,-0.114705,0.179649,0.0574262,-0.00182565,-0.162959,0.0723625,0.1088359999999999,-0.0132124,0.0588159
ACOX2,-0.0287495,0.215689,0.23806,0.628909,0.312159,0.121939,-0.1171859999999999,-0.0920763999999999,0.0252773,-0.654964,-0.175999,-0.151078
ACOX3,-0.211396,-0.167703,0.00510109,-0.188844,0.128699,0.0418782,0.0355964999999999,-0.2918179999999999,-0.107056,-0.0199458,0.160548,0.0532452999999999
ACOXL,0.210373,0.056237,-0.0242326,0.165785,-0.385178,-0.08746060000000001,-0.0645599,0.44591000000000003,0.9377610000000001,0.047076,-0.989626,-0.05393200000000001
ACOXL-AS1,0.634733,-0.2464719999999999,1.4659200000000001,-0.743212,-0.145627,0.0572294999999999,-1.40959,-0.0959346,-0.0041118605305799,1.3791,0.0,-0.0040913748772861
ACP1,0.0355883,0.00366805,0.00680103,0.0478893,0.015302200000000002,-0.0144195,-0.0223804,-0.00707202,0.0721808,-0.00965763,-0.0488416,0.0231434
ACP2,-0.1177309999999999,0.00196178,-0.0157207,-0.124199,-0.104727,-0.0144047,0.000136322,0.111267,-0.10297,0.00912241,-0.0604528,-0.163509
ACP3,-0.0993551,-0.0172794,0.25597600000000004,-0.34772800000000004,0.159359,0.142564,-0.11459200000000001,-0.172074,-0.0176460240798988,0.250919,0.0088145309867876,-0.9964209999999999
ACP5,0.0314871,-0.0146502999999999,0.00204487,-0.418853,0.279851,0.0698424,0.0666143999999999,-0.290123,-0.0631071,0.453074,0.23320300000000002,0.16889300000000002
ACP6,0.0102072,0.177559,0.0360424,0.0783884,0.23927600000000002,0.093401,0.0562279,-0.0571386999999999,-0.0427592,-0.0655096,-0.0427465,-0.0857659
ACP7,0.00786195,-0.0637792,-0.382884,0.174691,-0.377875,-0.42153500000000005,-0.0397731,0.318721,-0.683954,-0.1643099999999999,-1.38431,-2.06866
ACR-2,0.0278964449021322,0.0,0.0,1.15893,0.0,0.0,0.0,0.0,0.0,0.0126437989527163,0.0,0.0
ACRBP,-0.396129,0.448272,0.21547600000000003,-0.0873058,1.25984,0.758097,0.5416300000000001,-0.807776,-0.5812970000000001,-0.30574,0.638337,0.0592693999999999
ACRP1,1.32812,0.0382978055347247,-1.13688,-0.50143,0.017410283936397,0.0191701361840454,0.0420859203764622,1.16819,0.0,1.8325900000000002,0.0290642510906049,0.0292132707301482
ACRV1,-0.555579,0.618451,-0.8534079999999999,-0.459984,3.13806,-0.462879,0.3895389999999999,-2.51303,-0.1769079999999999,-0.0927661,-0.45255200000000007,-0.630743
ACSBG1,0.45450100000000004,0.79743,-0.0102331,0.387383,-0.50943,0.713255,0.722283,1.3118100000000001,-0.0957043,0.0690689,0.298193,0.198516
ACSBG2,0.0341736,-0.481912,0.074827,0.112099,0.0154537999999999,0.33208000000000004,0.256185,-0.493072,-0.571164,-0.0751424,-0.308207,-0.881869
ACSF2,-0.0541731,0.11801800000000001,-0.0716005,-0.385711,0.238202,0.0443839,0.114844,-0.115585,-0.0721436,0.33418600000000004,-0.313419,-0.385658
ACSF3,-0.0446284,0.0382797,-0.0206153,-0.13586800000000002,0.240796,-0.000800189,0.018646,-0.197956,-0.0778036999999999,0.09394830000000001,0.0015470999999999,-0.0765281
ACSL1,0.210704,0.00146383,0.163115,0.00171649,-0.025091400000000003,0.270495,0.1061869999999999,0.031118200000000002,0.0471566,0.211619,-0.0641816,-0.0172942
ACSL3,0.150259,0.0513230999999999,0.047839,0.137195,-0.209759,0.00203378,-0.046982800000000005,0.265638,0.0554702,0.0156463,0.00273707,0.0580096
ACSL3-AS1,0.602457,0.0510141,-1.11474,0.10579200000000001,-0.253899,-0.51213,0.601518,0.309313,-0.6258,0.498079,0.440155,-0.185659
ACSL4,0.098414,0.194687,0.0460163,0.0868076,-0.213869,0.0323048,-0.0148943,0.4131319999999999,0.0692539,0.0142294999999999,0.0268433,0.0959742
ACSL5,0.00740362,0.0279522,0.158338,0.169107,0.1296119999999999,0.154094,-0.00541022,-0.0971185,-0.186469,-0.15902,0.141051,-0.0463411
ACSL6,0.6350779999999999,0.640207,-0.2159449999999999,-0.240141,0.215086,-0.813664,-0.598796,0.429521,-0.127898,0.877915,0.264146,0.1375809999999999
ACSM1,1.00048,-0.0797836,1.43264,0.3238,-0.065051,-0.2711989999999999,-1.70547,-0.0104317,0.829125,0.677251,-2.4045,-1.5754
ACSM3,-0.0193875,0.677246,0.166936,-0.2297739999999999,1.3411799999999998,0.266088,0.0979672,-0.658997,0.16736800000000002,0.212856,0.0908117,0.2581179999999999
ACSM5,0.0040441589421216,0.0,0.0644401,0.0040635087428882,0.0,0.06564260000000001,-9.95083e-06,0.0,0.0058270053919717,0.0,-0.0057662097272171,0.0
ACSM6,0.0179753,0.008521611330167,-0.0221764590247771,0.167489,0.0,-0.0165724819146589,0.41243500000000005,0.0085526327112305,-0.23035500000000003,-0.146862,0.31473,0.08470810000000001
ACSS1,0.324888,0.08839730000000001,0.0837683,0.127915,0.969094,0.166133,0.08113830000000001,-0.876051,-0.04153080000000001,0.1995569999999999,0.00558351,-0.0361355
ACSS2,0.148554,0.10563,0.112071,0.147766,0.08492580000000001,0.221831,0.108599,0.0252568,0.0355429,0.00350863,-0.035304300000000004,0.000155514
ACSS3,-3.0727599999999997,-0.8446549999999999,-1.4405,0.0026048422089775,0.642359,-2.25785,-0.818525,-1.48265,0.515522,-0.0217689481135033,-1.01424,-0.4979739999999999
ACTA1,-0.217142,-0.269848,0.297225,0.711116,-1.03558,-0.7565390000000001,-1.05501,0.769934,-0.565701,-0.9238629999999999,-0.0642562,-0.630437
ACTA2,-0.10309700000000001,0.250709,-0.463729,-0.44648000000000004,0.0495106,-0.367311,0.09518360000000001,0.205801,0.00532665,0.345978,-0.11589,-0.1109329999999999
ACTA2-AS1,0.40725,-0.287958,-0.2954179999999999,0.4182729999999999,-2.13682,-0.264922,0.0288057,1.85401,-0.550992,-0.00754629,0.0253795,-0.526629
ACTB,0.000884887,0.122801,-0.156335,0.0240310999999999,-0.252782,-0.174048,-0.0188532,0.3801449999999999,0.00140005,-0.020487900000000003,0.0336148,0.0348907
ACTBL2,-0.0492234,-0.00351911,-0.609817,-0.1723589999999999,-0.4321859999999999,-0.593362,0.0152168,0.432805,-0.0047655079914017,0.12573900000000002,0.0037211299997594,-0.342744
ACTBP1,-0.2787429999999999,-0.351304,-0.0206035,-0.300237,-1.20538,0.783358,0.80272,0.8591639999999999,-3.33635,0.024331400000000003,1.32839,-2.00644
ACTBP11,-0.268924,0.0240516,0.12181600000000001,-0.08047760000000001,-0.427864,0.0978895,-0.024937400000000002,0.456525,-0.4224189999999999,-0.184841,0.38710900000000004,-0.036083
ACTBP15,-1.11273,-1.3209899999999999,0.0,-0.178046,-0.347906,0.0,0.0,-0.9667309999999999,0.049301489021265,-0.9314319999999999,0.328839,0.0614260380625174
ACTBP2,-0.353511,-0.041831400000000005,0.0466035,-0.326923,-0.248811,0.07512100000000001,0.027409500000000003,0.211409,-0.167237,-0.0233935999999999,0.121753,-0.0456249
ACTBP4,-0.14702,0.0082057662389974,-0.0125532703719166,-0.955966,0.0,0.0,0.0125366656981645,0.0082266812806168,1.48504,0.812811,0.616621,2.0986
ACTBP7,0.1192579999999999,-0.0643556,-0.215889,0.398914,-0.196417,-0.400669,-0.185895,0.136474,0.284673,-0.277196,0.4413649999999999,0.727043
ACTBP8,-1.40224,0.0213392887820567,-0.900473,-0.9479049999999999,0.0160468250578633,-1.30539,-0.406269,0.433547,-0.0160981866802218,-0.451171,0.0205694764083211,0.368348
ACTBP9,0.0447681,1.01577,1.20884,0.747143,0.427752,-0.442482,-1.6526,0.591924,-0.561203,-0.699476,0.39087,-0.170799
ACTC1,-0.0107374236115231,0.0,-0.8343879999999999,0.0,0.0,-0.208814,0.624107,0.0,-0.944749,-0.0107844066836591,-0.256868,-1.20024
ACTG1,-1.29172,-0.373867,-0.29343400000000003,-1.29309,0.384069,-0.133359,0.158929,-0.752228,-0.157908,0.00500291,1.6148200000000001,1.45705
ACTG1-2,-2.59803,1.30718,-1.13011,-5.50893,2.51068,1.54847,2.67726,-1.1997799999999998,-1.2271100000000001,2.91477,-0.530989,-1.75833
ACTG1P1,-0.657891,0.477029,-0.0449414,-0.683735,1.08674,-0.00491879,0.0390381,-0.605258,0.137186,0.0286457,0.122681,0.258758
ACTG1P10,-0.085185,-0.0399274,-1.38032,0.47917600000000005,-1.14782,-1.27766,0.101887,1.1125,-0.275476,-0.561713,0.0854077,-0.190235
ACTG1P12,0.443572,1.19834,-1.2981,0.5417529999999999,1.9039099999999998,-0.7940119999999999,0.502254,-0.7013739999999999,-0.7979350000000001,-0.0938943,-0.292862,-1.09049
ACTG1P13,-0.0203175701333571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0208338524562462,-0.0204063326425079,0.0,-0.020728904234935
ACTG1P14,-0.5008279999999999,1.65913,-2.06935,0.1023179999999999,1.20397,-2.2189099999999997,-0.1504849999999999,0.4623939999999999,-1.7732599999999998,-0.599815,0.0128279,-1.76014
ACTG1P16,-1.38499,0.222732,2.38401,1.1412200000000001,1.08285,-0.0279901,-2.41223,-0.856123,0.00413484,-2.5234400000000003,0.444388,0.44908400000000004
ACTG1P17,0.0657243999999999,2.92837,-0.554009,-0.122349,2.67689,-0.77913,-0.2262469999999999,0.255169,-0.288288,0.190156,-0.1567619999999999,-0.444011
ACTG1P19,-0.2138449999999999,1.27026,0.0,0.0348721049491162,1.23129,-0.0124948885806687,-0.0125709474889858,0.0417555,-0.0266976686169178,-0.0403751413881701,0.0,-0.0265830900180406
ACTG1P2,-1.37232,0.0067562379738623,-1.45694,0.0614418,0.0,0.033840800000000004,1.48971,0.0067734836855104,0.0,-1.42821,0.0217939590720194,0.0218668578580665
ACTG1P20,-0.39488,0.2385219999999999,-0.0043754,-0.0806283,0.0792722,0.15859700000000002,0.161674,0.163769,-0.22162600000000002,-0.31116,0.260782,0.0381209
ACTG1P22,0.0265809654834311,0.0270222349733442,0.0163023310508196,1.1256899999999999,0.0,0.27071300000000004,-0.0135380819348643,0.0271200720250844,-0.0143104544611516,0.0123414570644226,0.0,-0.0142382442372658
ACTG1P23,-0.202655,0.683679,-0.315339,0.30159400000000003,0.5947100000000001,-0.9385899999999999,-0.62476,0.09315930000000001,0.808774,-0.501301,0.155042,0.963783
ACTG1P24,0.0495519,-0.2236699999999999,0.195699,-0.24203200000000002,-1.6691099999999999,0.604595,0.4078239999999999,1.44986,0.251888,0.292788,-0.895126,-0.644124
ACTG1P25,-0.044054,-0.122733,-0.0631267,-0.2224199999999999,0.221848,0.35383400000000004,0.41583100000000006,-0.339986,-0.534216,0.180834,0.435967,-0.0989288
ACTG1P3,0.481372,0.0906988999999999,-0.0210322999999999,0.0269861,0.613714,-0.0113064,0.00873521,-0.5188520000000001,-0.252828,0.456737,0.0464298,-0.206206
ACTG1P4,0.810933,-0.31018,-1.77342,0.0740892,-0.342725,-2.28324,-0.511257,0.0378082,-0.316387,0.7410180000000001,1.3500299999999998,1.03306
ACTG1P9,-0.717612,0.138407,-0.3518969999999999,0.248746,-1.9737099999999999,-0.517895,-0.1665859999999999,2.11517,0.638634,-0.962357,0.38129,1.02054
ACTG2,-0.258121,-0.318325,0.485464,0.118271,-0.4888649999999999,0.202978,-0.283488,0.174956,0.0095985648709567,-0.373762,2.0478099999999997,0.0391482224528329
ACTL10,-0.2321869999999999,0.336457,2.88418e-06,-0.334706,0.547895,0.221169,0.220029,-0.2069869999999999,-0.0379234,0.105051,-0.145249,-0.18216
ACTL11P,0.197351,0.0066389731557553,0.007113531028969,0.125249,0.0,1.1012,-0.0033210816288744,0.0066631563940950005,0.9430219999999999,0.0741996,-3.00937,-2.0676200000000002
ACTL6A,0.0841153999999999,0.0786893,0.129495,0.1852329999999999,-0.151679,0.0803062,-0.0503785,0.234945,0.14977200000000002,-0.0985089,0.0919802,0.24155300000000002
ACTL6B,-0.9847610000000001,0.0,0.0,-1.66635,0.0,0.0,0.0,0.0,-0.0104621960853184,0.682597,0.0271030819856416,1.39137
ACTL7B,-0.007858055875046,0.22193200000000002,0.0,-0.0257535755231195,0.0351695,0.0,0.0,0.18952,-0.0108361850969171,1.7139,0.0,-0.0107814425423718
ACTL8,-0.289377,1.2456399999999999,-0.0520812,0.1796859999999999,-0.006602941676398001,0.0177215,0.06867460000000002,0.0154674534642939,0.431199,-0.4663989999999999,-0.0516182,0.379077
ACTMAP,-0.0526471,-0.0495569,-0.135318,-0.213916,0.183308,-0.14068,-0.00649519,-0.2282539999999999,-0.0007723389999999,0.163999,-0.0192886,-0.0202548
ACTN1,-0.0107137,0.0825092,-0.105626,0.0324116,-0.507894,-0.13243,-0.0279705,0.594956,-0.0265772,-0.0404080999999999,-0.0027534,-0.0295945
ACTN1-DT,1.43071,1.53731,-0.6335310000000001,1.14618,0.650893,-0.606691,0.0261806,0.892548,1.4418600000000001,0.289182,-2.26399,-0.82304
ACTN2,0.0045056349206607,0.0,0.511389,-0.025206,0.0,0.0156256,-0.49682200000000004,0.0,-0.6301640000000001,0.0046233033541793,-0.813017,-1.44336
ACTN3,-0.489595,0.0,-0.204727,0.625024,0.0,0.0662698999999999,0.27009,0.0,0.302603,-1.11073,-0.0055674384470099,-0.0045401512221824
ACTN4,-0.606112,0.532708,0.38065,-0.0909438,-0.73611,0.202537,-0.17916400000000002,1.2728899999999999,0.0888511,-0.512235,-0.44622,-0.356971
ACTN4-2,-0.550177,-0.0178715999999999,1.41923,0.0916281,-1.1994200000000002,1.06687,-0.353275,1.18592,1.08175,-0.6391100000000001,-0.82967,0.252314
ACTN4P1,-0.0272281,0.00500812,0.2093739999999999,-0.35493,-0.49983,0.0704468,-0.140039,0.509413,-0.204051,0.33069,0.0283536,-0.176006
ACTR10,0.08957530000000001,0.0554741999999999,0.115682,0.0125137999999999,0.0840008,0.178594,0.0617295999999999,-0.0239772,0.119922,0.079692,0.0143933,0.134143
