gene,H1975_Veh_vs_H1975_C36,H3255_Veh_vs_H3255_C36,H820_Veh_vs_H820_E07,H1975_Veh_vs_H1975_E07,H3255_E07_vs_H3255_C36,H820_Veh_vs_H820_C36,H820_E07_vs_H820_C36,H3255_Veh_vs_H3255_E07,A549_E07_vs_A549_C36,H1975_E07_vs_H1975_C36,A549_Veh_vs_A549_E07,A549_Veh_vs_A549_C36
LOC107986919,0.0628501994992448,0.0,0.0,0.0630529445599661,0.0308814093729363,0.0,0.0,-0.0305459867061018,-0.1059132341097155,0.0,0.0,-0.1054918294963873
LOC107986920,0.0153013049893046,0.0,-0.0845081,-0.143183,0.0274370411551328,0.20525100000000002,0.287928,-0.0271261600738572,2.7164,0.0169890198740016,0.164443,2.88122
LOC107986922,0.0120478649243798,0.0,0.0,0.8914770000000001,0.0,0.0,0.0,0.0,0.0,0.0065628450065575,0.0,0.0
LOC107986924,-0.235413,0.533872,1.5266600000000001,0.496828,0.235306,0.8682629999999999,-0.659822,0.302987,1.0966799999999999,-0.7300409999999999,-0.0024923954007030004,-0.0011711804125281
LOC107986925,0.061071600000000004,-0.0727549,-0.0025516010050526,0.8425030000000001,-0.8157760000000001,-0.0022341147583135,0.18229,0.748378,-0.0025433633481595,-0.779544,0.0060046646383779,1.25203
LOC107986926,0.763389,0.0,0.0054411946926505,1.53139,0.0,0.0614925,-0.0052139022177395,0.0,0.700342,-0.7636029999999999,0.712759,1.41072
LOC107986930,-0.464483,-0.0007592189951407,1.33161,0.341403,-0.0007681387837961,1.1624299999999999,-0.170154,0.0,0.0263466999999999,-0.804761,1.20469,1.22951
LOC107986931,-0.421674,0.0,0.0,-0.449629,0.0,0.0,0.0,0.0,0.0,0.0297151999999999,0.0,0.0
LOC107986934,-1.3850200000000001,0.0110807471119941,0.0,1.28839,0.0073914505841275,0.0133555446655316,0.0058416902286604,0.605707,-0.360127,-2.67141,-0.677678,-1.03854
LOC107986935,1.03669,-0.0298494708109936,-0.07445844182814701,0.01132,-0.0301966405429016,-0.0168067904022748,2.16575,0.0,-0.0178757410172782,1.02906,0.0,-0.01778568265644
LOC107986938,0.0055478644901543,0.0,0.0035365403927685,0.0055743510658222,0.0,0.0035133552932522,0.0,0.0,0.285571,0.0,-0.0039512187357205,-0.0032605401292252
LOC107986939,0.720247,-0.446829,-0.920844,0.254015,-1.11257,-1.03397,-0.11413800000000002,0.670592,-0.7916949999999999,0.468042,-0.8882120000000001,-1.6779099999999998
LOC107986940,0.0039603691517917,1.6630200000000002,0.0,0.0039793172345125,1.6772599999999998,-0.0046563356538097,-0.004684477943682,-0.0116532999999999,0.004794755341551,0.0,0.8721049999999999,0.0087325521726166
LOC107986942,0.35472,0.0,0.265596,-1.33447,0.0147364854904487,2.1890400000000003,1.9218099999999998,-0.014575537130449,0.0,1.6906700000000001,0.0,0.0
LOC107986946,0.985118,0.754311,-0.299647,2.77548,0.247,-0.30954,-0.0111146,0.5118199999999999,0.187806,-1.786,-0.636124,-0.447955
LOC107986949,-0.111302,0.21970100000000004,0.0714955,-0.240225,0.46133,0.0344305,-0.038438400000000005,-0.2374659999999999,-0.41929700000000003,0.131878,0.37702600000000003,-0.0426373
LOC107986950,-0.0110890650136654,0.0,-0.0041546003777029996,0.0,0.0,-0.0051709206100687,-0.3269309999999999,0.0,0.0,-0.0111370960207616,0.0,0.0
LOC107986964,0.0092919001415876,0.0,0.0,0.0093224319414034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC107986970,0.027908755928794996,0.0577006,-0.5174989999999999,0.606626,1.40309,0.952262,1.46871,-1.3391600000000001,0.0,0.0185200927552457,0.0088510521455582,0.008872789467435
LOC107986972,-0.35286,0.0,0.0,-1.05301,0.0,0.0,0.0,0.0,0.0,0.705553,0.0,0.0
LOC107986976,0.0128289572581797,0.0,-1.1431200000000001,0.0128901423639566,0.0,0.2696489999999999,1.41072,0.0,0.0373361112566135,0.0,-0.0369507196153668,0.0
LOC107986981,-0.115567,-1.41383,0.133965,-0.793606,0.0224395,0.556229,0.421292,-1.4308299999999998,0.0134126,0.680838,0.566884,0.578796
LOC107986982,-0.1549819999999999,0.110774,-0.1312289999999999,0.46343500000000004,0.347632,0.274117,0.404089,-0.2316869999999999,-0.0752246,-0.616134,-0.0555191,-0.131618
LOC107986985,0.119084,0.370422,0.08283410000000001,-0.0272762999999999,0.27968200000000004,-0.0617038,-0.145748,0.0951638,0.0553422,0.1487089999999999,0.0265757,0.0817558
LOC107986986,-0.1035789999999999,-1.80895,-0.474472,0.586801,1.89894,0.385493,0.858914,-3.7031699999999996,0.055733300000000006,-0.68706,0.0922538,0.1480759999999999
LOC107986992,0.0019488173267337,0.0,-1.57523,0.0019552430464486,0.0,-0.762592,0.810653,0.0,0.0,0.0,0.0039500389608714,0.003966124100724001
LOC107986993,0.0161232961412277,0.0,0.0,0.0161923449057005,0.0,0.0,0.0,0.0,-0.016143269264048,0.0,0.0126097334140462,-0.343621
LOC107986997,-0.396275,-0.518479,0.199604,-0.405227,-0.090693,0.0686523,-0.132155,-0.424267,-0.117749,0.0108779,0.405425,0.28741700000000003
LOC107986999,0.94794,-0.667504,-1.61131,0.36903400000000003,-3.8745157094376154e-07,-0.899141,0.709635,-0.32895,0.598223,0.28062,-1.42987,-0.833169
LOC107987000,0.293014,0.0,-0.594152,0.504599,0.0,-1.06013,-0.467287,0.0,-1.42361,-0.20913400000000001,-0.9581299999999999,-2.38737
LOC107987003,-0.0937766999999999,-0.0129207267946333,0.0,0.323475,-0.0919439,0.0,0.0,-0.0121129315721823,0.5757770000000001,-0.4151439999999999,-0.0179650813361919,-0.0120958354087156
LOC107987004,0.0140491234607837,0.0173184859393196,0.0,1.0610600000000001,0.0,0.0,0.0,0.0173625326016432,0.0076887183038576,0.0068055765301855,1.35201,0.0194889989263073
LOC107987007,-0.74875,-0.0016220187745121,1.0609,-0.293032,0.9222940000000001,0.77766,-0.284329,-0.0030730123298845,-0.17819100000000002,-0.454233,-0.287844,-0.4664279999999999
LOC107987008,-0.14473,0.0,0.0,0.118468,0.0,0.0,0.0,0.0,0.0,-0.257713,0.0,0.0
LOC107987009,-0.0160017394601173,0.0215470989850764,0.0,-0.0263867698077607,0.0,0.0,0.0,0.0216018183072815,0.0190559547989123,0.719201,-0.0189027496166721,0.0
LOC107987011,-0.0029373932525449,0.0,1.23117,-0.0075061713496321,0.0013049937937168,0.0063496188516859,0.0027229105656416,-0.0012906576512108,0.0,1.35395,0.0,0.0
LOC107987012,-0.0046335424413047,1.22171,-0.688001,0.0,2.36312,1.81103,2.49798,-1.13836,0.0,-0.0046683289093619,0.0,0.0
LOC107987014,0.134494,-0.0128242528039879,-0.161179,0.0122206112857742,0.3172,-0.794682,-0.635209,-0.0159643572948415,0.052048800000000006,-0.0111671879562006,-0.101793,-0.0504413
LOC107987016,0.0100356314643309,-0.0131346709910029,0.0,0.291798,-0.013264560415039,0.0,0.0,0.0,0.0,0.0082661149204593,0.0,0.0
LOC107987020,-0.0285722,-0.589964,0.20795100000000002,-0.367073,-1.75195,0.203076,-0.00608995,1.1666100000000001,-0.2913969999999999,0.341105,0.113349,-0.177429
LOC107987021,-0.0526813144920042,0.0,-1.33215,0.0,0.118404,0.0251742,1.35622,-0.0234282524002533,0.95473,-1.38895,0.255033,1.2089
LOC107987025,-0.151543,-1.2199,0.463621,0.0044575264478217,-0.0092080705443081,-0.0795248,-0.544157,0.0039252203029173,0.0,-0.0049530028436163,0.0,0.0
LOC107987026,0.683192,0.0,-2.39171,0.0261300684534573,0.0,0.0613545,2.45215,0.0,0.0215846210296533,-0.0163873470203283,-0.23212600000000003,0.0183292248258936
LOC107987042,-0.158903,-0.0031438257604095,-0.0410044,0.785297,1.81803,-0.587971,-0.548054,-0.0110583701436348,-0.0213890408719888,-0.940632,0.0136679779182701,-0.6368050000000001
LOC107987043,-0.76327,0.0020195274830877,0.2529969999999999,-0.415998,0.0060968836471952,-0.2281699999999999,-0.481861,-1.57649,0.60038,-0.34310100000000004,-0.13841900000000001,0.46148100000000003
LOC107987053,-1.7570700000000001,-0.4936,-0.1058119999999999,-2.0269999999999997,0.0,1.06396,1.16882,0.727875,1.1168200000000001,0.274439,-1.59138,-0.47722200000000004
LOC107987054,-3.4702800000000003,0.661446,-0.909438,-2.12511,-0.885051,0.0007490143778256,0.0014149936507256,1.55001,-0.0015099853370121,-1.3406,0.0008212439817251,-0.8669469999999999
LOC107987058,0.003707430857441,0.0,-0.0042613078045581,0.0037234179740871,0.0,0.0,0.0042590206831132,0.0,0.0,0.0,0.0,0.0
LOC107987059,-0.0018577159835176,-0.812184,0.559393,-0.0110146746405496,-0.201147,0.782954,0.222471,-0.606541,0.0676203,2.56511,0.483875,0.550092
LOC107987060,0.5399390000000001,-2.06283,0.43323900000000004,-0.661363,-0.010286875500754999,0.061679,-0.373296,0.0024489005601865,0.9429799999999999,1.2023700000000002,0.129011,1.07344
LOC107987061,-2.07733,0.0,0.82135,0.0476951433366375,0.0,0.292763,-0.5303479999999999,0.0,0.0,-0.1913769328184722,0.0363664602360219,0.0365524249763211
LOC107987064,-0.1204119999999999,-0.785321,0.061287400000000006,-0.389297,-0.9521639999999999,0.310554,0.24752600000000002,0.171175,0.41369700000000004,0.27165300000000003,-0.16764823608713197,-0.1280173750331607
LOC107987067,-0.0221031496534246,0.0,0.0,-0.0064033520552301,0.0064801923733649,0.0,0.0,-0.0064091834453109,0.0213536459898414,-1.79604,-0.0211621574143879,0.0
LOC107987069,-3.24589,0.0024565482579519,0.0131117540007145,-2.21541,0.0,0.412129,-0.009866277066284,0.0024655353311973,0.0,-1.02729,0.0,0.0
LOC107987071,0.801512,-0.0105331490304288,0.0080243176795757,-1.39265,-0.21625300000000003,0.0079720221720062,0.0,-0.009056912667851,-0.0172282502278345,2.1977599999999997,0.0090863885499239,-0.914977
LOC107987081,-0.130681,0.239661,-0.238521,0.176031,1.0590700000000002,-0.704882,-0.4679979999999999,-0.8140850000000001,-1.04098,-0.303273,0.35464,-0.687523
LOC107987082,-0.365911,-1.3602299999999998,0.4219529999999999,0.228012,-1.00463,-0.22603600000000001,-0.6487069999999999,-0.35132800000000003,0.242164,-0.590366,0.688757,0.9308690000000001
LOC107987083,-2.60984,0.0,-0.649433,-0.00346001,0.0104775642679502,0.0009144840784593,0.0014422768371699,-0.010352938340177,-0.0138172673936321,-2.6014,0.0006659025295521,-4.36704
LOC107987087,-0.0327148984351423,0.190855,-0.6369060000000001,0.0,-0.0285244562462888,1.6501599999999998,2.28603,0.0322564624147139,0.0,-0.0328571955587763,0.0,0.0
LOC107987091,-0.126923,0.0,-0.2913989999999999,-0.209605,0.0,-0.22239,0.0678567,0.0,0.351545,0.08574760000000001,0.184953,0.5370010000000001
LOC107987095,-0.036038,0.0168519,0.0469248,-0.0221002,0.047170800000000006,-0.118627,-0.1667529999999999,-0.025817200000000002,0.1541539999999999,-0.0114001,-0.12256500000000001,0.0315755999999999
LOC107987097,-0.22838000000000003,-0.1104329999999999,-0.17824500000000001,-0.198209,0.2455409999999999,-0.0220639,0.1549829999999999,-0.351519,-0.396098,-0.0280633,0.251571,-0.144973
LOC107987100,-0.0574898,1.31895,0.261843,-0.444532,1.197,0.634886,0.371896,0.126814,-0.533409,0.389374,1.0503799999999999,0.5147520000000001
LOC107987101,-0.0100334999999999,0.0277864900393726,-0.276928,-0.259549,0.1025768410177273,-0.27723600000000004,-0.00180012,-1.90202,-0.127173,0.25211300000000003,-1.31702,-1.43991
LOC107987102,-0.00927005,0.3806,-0.26394,-0.408169,0.3436909999999999,0.158996,0.421863,0.0412623,-0.1605329999999999,0.401109,0.349116,0.188576
LOC107987104,0.0718646999999999,0.0,-1.0525799999999998,-0.367557,0.0086087936255968,-0.7595970000000001,0.2918139999999999,-0.0085106396695588,0.0,0.44103100000000006,0.0,0.0
LOC107987105,1.25276,0.222514,0.0434398413993543,0.532194,0.0377844,0.0431480721801259,0.0,0.187487,-0.021190448714972,0.719504,0.0329291144343441,0.656505
LOC107987107,0.0308157432848355,0.0,-0.0697857429214359,0.0551181,0.0,0.0,0.0697251231002882,0.0,0.0,0.0299123547154044,0.0,0.0
LOC107987110,1.3529799999999998,1.38699,-0.459492,0.850766,-1.25794,0.703967,1.1621,2.6501799999999998,0.0,0.504107,0.0191600282215215,0.0192070082920472
LOC107987112,0.0077494186594357,0.0,0.0058815339493948,0.0077827955917594,0.0,0.14139200000000002,-0.0053349194712746,0.0,0.0,0.0,0.0019424348010165,0.0019472036885873
LOC107987116,-0.479562,-0.518748,-0.1260349999999999,-0.6211180000000001,0.136771,-0.31600500000000004,-0.191082,-0.6508510000000001,-0.215912,0.144491,0.0820017,-0.134576
LOC107987119,-1.67977,-1.1179,0.49354,-1.1860899999999999,-0.328548,0.42032600000000003,-0.0745092,-0.784105,-0.618528,-0.49006700000000003,0.000249443,-0.619297
LOC107987121,-0.3502909999999999,0.38937,-0.49929300000000004,0.22220900000000002,-2.07974,-0.496017,0.00250182,2.4746799999999998,-0.708853,-0.570358,1.3862,0.676838
LOC107987122,-0.9513,0.0,0.0,-0.43045100000000003,0.0,0.0,0.0,0.0,0.0,-0.52112,0.0,0.0
LOC107987126,0.114218,0.787315,-0.299001,-0.620269,0.626496,-0.503955,-0.20641700000000002,0.164555,-0.426141,0.736981,0.6781119999999999,0.252328
LOC107987129,0.71706,-1.60477,1.15335,0.295431,-1.70412,1.58762,0.43263500000000005,0.106076,2.14493,0.423701,0.282803,2.42653
LOC107987134,0.0063758752621245,0.0,0.0208466504975535,0.599861,0.0,2.14266,-0.0047439243896523,0.0,0.0,0.0042399036582796,0.0752209890725026,0.0755611082830772
LOC107987137,-1.3530200000000001,0.0,-0.00628956341628,-1.3204200000000001,0.0012911347561736,-0.0028165058849509996,1.15057,-0.0012769642391015,0.0,-0.030834500000000004,0.0,0.0
LOC107987138,-1.46575,0.0,0.30961,-1.9580799999999998,0.001351809402017,0.629862,0.31895100000000004,-0.0013369288912173,-0.0012893200267872,0.494612,0.0027178706453943,1.08808
LOC107987140,-0.170506,-0.0094870345129245,-0.909241,-0.380326,0.372707,0.0037440671379907,0.0070655812249233,-0.0122520252956463,-1.7292299999999998,0.2121969999999999,1.87663,0.14771600000000001
LOC107987142,0.0742078,-0.426105,0.505949,0.175683,0.0166742,1.25381,0.747166,-0.43768100000000004,0.262472,-0.0987023999999999,0.22233000000000003,0.48449200000000003
LOC107987143,0.0065224312611057,0.0,0.0079440874163303,0.0065535961895842,0.0,-0.966733,-0.0154851520022989,0.0,0.6211939999999999,0.0,-0.0117201,0.6090909999999999
LOC107987151,0.5805239999999999,-0.370413,0.6225729999999999,-0.823428,-0.9730409999999999,1.1172600000000001,0.493676,0.6070949999999999,-0.0089955504368173,1.40723,0.0,-0.0089500718844379
LOC107987159,-1.62347,0.0431343,0.0,0.0022869931733060004,0.270487,0.0,0.0,-0.22275100000000003,0.0,-0.0070467884867873,0.0,0.0
LOC107987169,0.0122514674025299,0.0,0.0,0.0123099019581026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC107987178,0.226146,1.78173,-0.1200079999999999,0.054360900000000004,1.8002900000000002,0.8898969999999999,1.00876,-0.0141954,-0.32408000000000003,0.17531,-0.0952917,-0.418408
LOC107987180,-0.0014020753936082,1.0888200000000001,0.0,0.0,1.45494,0.0,0.0,-0.362628,0.0,-0.0014080985471842,0.0014353602451168,0.0014401135140676
LOC107987182,0.0052082097439357,-0.0228194612398357,-0.47674700000000003,0.0052306632601749,-0.0230599985209477,0.0063646000021797,0.0088934367521992,0.0,0.0,0.0,0.0097888431028823,0.0098178741616536
LOC107987207,0.010357550593701999,0.0,0.0,0.0103915690889343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC107987209,0.108215,-0.1763539999999999,0.0144441,-0.034326300000000004,-0.0456149999999999,-0.00515006,-0.0207551,-0.126165,-0.439935,0.1451849999999999,0.4054,-0.0350004
LOC107987223,-0.563746,-0.0438824227323085,0.5322140000000001,-0.855952,-0.221849,0.584047,0.0506642,-0.0376776894281991,0.250849,0.29482600000000003,0.299977,0.5522560000000001
LOC107987224,-0.0117547281812194,0.0,-0.0100968062110792,0.0,0.0,0.0,0.0100914051727347,0.0,0.0,-0.0118062714507536,0.0,0.0
LOC107987243,-0.257756,-0.0049073966759487,-0.131012,-0.115282,2.23196,0.31950300000000004,0.449841,-0.0229241155049376,0.161424,-0.139768,-0.275841,-0.115649
LOC107987244,-0.0882709,-1.0388600000000001,-0.232471,0.231762,-0.318558,0.327505,0.558787,-0.71604,0.319463,-0.317314,-0.728119,-0.408572
LOC107987245,0.0149018,0.07561910000000001,0.370413,0.0262416,0.40554,0.1628359999999999,-0.208905,-0.32523,-0.053857100000000005,-0.00898498,0.15193800000000002,0.0977362
LOC107987264,0.136438,-0.000167112,0.432921,0.113304,-0.18006,0.41859700000000005,-0.015455000000000002,0.184497,0.183153,0.0258356,-0.451438,-0.267968
LOC107987266,-0.139247,-1.0328700000000002,-0.192425,-0.22875500000000001,-0.0332503,0.0263642999999999,0.217548,-0.9943549999999999,-0.29486100000000004,0.09166160000000001,0.0752354,-0.21979
LOC107987269,-0.3285869999999999,0.640786,-0.515975,-0.55845,0.478023,-0.148423,0.3664199999999999,0.167751,0.125962,0.233273,0.0282622,0.15371300000000002
LOC107987270,1.25515,0.0,0.0,1.02429,0.0,0.0,0.0,0.0,0.0366628389907669,0.232028,-0.0364268099689071,0.0
LOC107987272,0.773274,0.750801,-0.575459,-0.48644,0.36482800000000004,0.0322822797598162,0.0480921880139485,0.392086,1.18367,1.2585899999999999,-1.34165,-0.1602869999999999
LOC107987280,-0.0122961553881648,-0.192297,-0.314227,-0.040492136805596005,0.578823,-0.20243,0.11069000000000001,-0.766613,0.149875,1.73105,-0.150616,-0.00129588
LOC107987284,-0.0126732445447593,1.1497899999999999,0.0,-0.0077363317065292,1.23717,0.0,0.0,-0.0837062,0.0,-0.717653,0.0,0.0
LOC107987288,-0.0066911877640493,0.0,1.4320700000000002,0.0,0.0,0.0130630595489564,0.0048803514800464,0.0,0.0,-0.0067198791452816,0.0,0.0
LOC107987292,-1.11184,0.0,0.0,-2.10557,0.0,0.0,0.0,0.0,0.0,0.9988020000000001,0.0,0.0
LOC107987299,0.167738,0.402142,0.956332,-0.062295800000000005,0.687702,0.924191,-0.0334218,-0.281132,-0.193527,0.2328889999999999,0.471121,0.2782719999999999
LOC107987300,-0.0028871159350765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028998150105463,0.0,0.0
LOC107987311,0.311054,0.0,0.0,-1.4509299999999998,0.0,0.0,0.0,0.0,0.0,1.76118,0.0,0.0
LOC107987320,-0.022224903677491,0.0,0.0233298807463467,0.0,0.0,0.0231928873989136,0.0,0.0,-0.0109304725945323,-0.0223906828928794,0.0,-0.0108896512316345
LOC107987343,1.13501,0.169701,-0.982029,0.0065530360885158,0.0688546,-0.891325,0.0905206,0.106573,-0.0180708006908557,-0.0029860275470692,0.0,-0.0179777623684863
LOC107987358,-1.54844,0.0,0.0,0.572928,0.0,0.0,0.0,0.0,-0.9168290000000001,-2.12155,0.556124,-0.3583659999999999
LOC107987360,-1.1013700000000002,0.0,0.0,-1.1086,0.0,0.0,0.0,0.0,0.8870979999999999,0.011336,-0.0142424298147946,-0.0077424016566848
LOC107987365,0.0229184356853804,0.0,0.0,0.20600000000000002,0.0,0.0,0.0,0.0,-0.0078690755450637,0.0200383024555182,0.0,-0.0078299323773349
LOC107987366,0.2354949999999999,0.478181,-0.1123509999999999,1.22852,0.459643,-0.189142,-0.0779773,0.024978900000000002,0.455399,-0.989149,-0.9404129999999999,-0.4857899999999999
LOC107987372,-0.0571198,1.6158,0.00816026,-1.96652,0.0686955,-0.176032,-0.185316,1.5509600000000001,-0.7610899999999999,1.91162,0.040851900000000003,-0.721121
LOC107987391,0.0018532926024786,0.0,0.0,0.0018621681676758,0.0,0.0,0.0,0.0,0.42271000000000003,0.0,-0.37449,0.0450541999999999
LOC107987392,-0.9797629999999999,0.169854,-0.028835500000000003,-0.595073,2.2635,-0.0710737,-0.044065,-2.08849,1.89945,-0.3813539999999999,-1.7995900000000002,0.0991461
LOC107987393,0.0264104259672912,0.0,-0.0555453855548492,-0.4248439999999999,0.0,0.0,0.0555160941247459,0.0,0.0505929404516772,0.0355374861904874,-0.267489,0.0419773219674954
LOC107987401,0.107947,0.330677,0.626722,0.5910920000000001,1.4196799999999998,2.3481799999999997,1.7199400000000002,-1.08407,-0.5894010000000001,-0.48168,0.398282,-0.19118800000000002
LOC107987407,0.364348,-0.028496025506619,0.0,-0.8745120000000001,-0.0287993992664217,0.0,0.0,0.0,0.0122093386965219,1.2397200000000002,-0.0121109716038908,0.0
LOC107987417,-0.368117,-0.922225,-1.0919,0.0343404999999999,-0.0822662,-0.361047,0.729174,-0.8350420000000001,-0.139199,-0.400818,0.0250132,-0.114129
LOC107987417-2,0.0138320140175534,0.179203,-0.0314814448392631,0.0138979718781248,-0.0148205942155097,0.0,0.0314544838946005,0.0166359471921494,0.0,0.0,0.0,0.0
LOC107987427,0.0033042552045147,0.0,0.0,0.0619755,0.0,0.0,0.0,0.0,0.0,0.0031913014912061,0.0,0.0
LOC107987433,0.003364435036177,0.0,0.0,0.0033789434552453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC107987435-2,0.277368,0.7066899999999999,0.0357496999999999,-0.02536,-1.02457,0.304872,0.267733,1.73557,0.0014991187548129999,0.30348,2.0283900000000004,0.0060883357862919
LOC107987447,0.0035436210565239,0.0,0.0,0.0035605742118656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC107987452,0.0133652788543494,0.0,-0.0053779824329736,0.815812,0.0,-0.0060129256561421,-0.171942,0.0,0.0,0.0076564441907064,0.0,0.0
LOC107987457,-0.41341700000000003,-0.0164279988593593,1.23858,1.8716700000000002,-0.01662282650978,0.0098733840464005,0.0042183409613336,0.0,-2.05646,-2.28119,1.17616,-0.87674
LOC107987545,-0.289472,-0.0387644,-0.378963,-0.279296,0.377384,-0.154374,0.2235239999999999,-0.411811,-0.9748540000000001,-0.00718634,0.277479,-0.6972619999999999
LOC110091768,0.861776,0.0,0.0070089438495752,1.37975,0.0125879665151701,0.0069612777193928,0.0,-0.0124503354773859,-0.890661,-0.5149729999999999,-0.110826,-1.0064600000000001
LOC110262331,-0.169523,2.40529,0.9576040000000001,-0.219592,3.16128,0.0757852,-0.883959,-0.752748,1.9417200000000001,0.05384830000000001,-0.136575,1.8046
LOC110384692,0.0022352527233623,-0.0127488936503842,0.0,0.0022426134629459,-0.0128980494808765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC110467526,-0.0056887996744079,1.78982,0.606937,0.0,-0.0047987670999751,0.0064047883603934,0.0042279356101115,0.0163817840479917,-0.011991923573751999,-0.0057132000242373,0.0041346619865889,-1.52728
LOC110467527,0.0063393488456034,0.0127004872600562,0.0,0.0063696415624229,0.0,0.0,0.0,0.0127285302737525,0.0,0.0,0.0,0.0
LOC110467529,0.247977,0.671712,0.607542,0.0674049999999999,0.9673879999999999,0.648251,0.0392643,-0.291306,-0.09863,0.1836559999999999,0.18171700000000002,0.0822341
LOC110467533,0.1191369999999999,1.83428,0.5107149999999999,-0.191769,1.9710599999999998,-0.0403004,-0.552309,-0.1328329999999999,-0.4519439999999999,0.314853,0.289693,-0.162403
LOC110467534,0.0606254,1.70825,0.2319119999999999,-0.344242,1.90325,0.143148,-0.0899825,-0.1910089999999999,0.325322,0.408901,-0.0683072,0.258306
LOC110467535,0.0289024,1.49609,0.851,-0.069118,1.6138700000000001,0.4638069999999999,-0.388563,-0.11381300000000001,-0.23025500000000002,0.101311,0.531303,0.301321
LOC110467537,-0.05521040000000001,1.73645,0.866038,-0.0799488999999999,2.0705,0.168819,-0.6986220000000001,-0.3300099999999999,0.404888,0.0283399999999999,0.1850119999999999,0.5896779999999999
LOC110467538,0.147056,1.33202,1.0097399999999999,-0.0682184,1.63788,0.689078,-0.322081,-0.301781,-0.10566400000000001,0.21846100000000002,0.333482,0.22798600000000002
LOC112267855,0.0633669999999999,0.0,0.31847,-0.281578,0.0,0.27441,-0.0452606,0.0,-1.1480700000000001,0.347281,1.25799,0.107977
LOC112267858,0.10376800000000001,0.0,0.282368,0.0174546,0.0,0.3909019999999999,0.107357,0.0,-0.0579683,0.08909650000000001,0.127256,0.0685884
LOC112267871,0.0182193931016179,-0.138811,0.00595309,0.018286204835351004,-0.715828,-1.34608,0.0,0.579587,-11.98,0.0,12.8953,0.60159
LOC112267879,0.4770189999999999,-0.0595034,-0.202388,0.00798407,0.4756,0.25419400000000003,0.455712,-0.5303869999999999,0.4011429999999999,0.47202200000000005,0.195132,0.596432
LOC112267893,-0.0036556693733593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043758174700152,-0.0036831404617564,-0.0043404773709713,0.0
LOC112267899,-0.128118,-0.015115100000000001,0.10553900000000001,0.839715,0.388965,0.0538405999999999,-0.052721000000000004,-0.399754,0.2246989999999999,-0.965405,-0.0888268999999999,0.13514600000000002
LOC112267901,0.1149599999999999,-0.0564362,0.0369652,-0.506447,-0.344842,-0.398412,-0.436683,0.293196,-0.8294299999999999,0.623269,1.46265,0.62926
LOC112267903,-0.0081800165086282,0.0,0.0323072501950611,0.0,0.0,1.35988,-0.0126722720918696,0.0,0.0,-0.008241370401567,0.0,0.0
LOC112267908,0.1126549999999999,0.0,0.0,-0.744862,0.0,0.0,0.0,0.0,-0.3210199999999999,0.8607610000000001,-0.712667,-1.0335
LOC112267909,0.379242,0.400904,0.571854,-0.0684536999999999,-0.45440200000000003,0.293959,-0.279012,0.859748,0.8397530000000001,0.45028,0.132725,0.9732850000000001
LOC112267910,0.0978495,0.314037,-0.5344899999999999,0.090326,-0.431641,-0.410938,0.122522,0.750012,-1.15014,0.0104854,0.804553,-0.343968
LOC112267911,-0.37345100000000003,0.794183,-0.00571465,-0.332991,0.8827790000000001,-0.379718,-0.375264,-0.0846733,-0.0327518,-0.0384971,-0.3025489999999999,-0.334389
LOC112267914,0.3974519999999999,0.0,0.363733,0.570522,0.0,0.0370443703950111,0.0290290440133009,0.0,-0.292528,-0.1691089999999999,0.1272569999999999,-0.164579
LOC112267917,-0.28025900000000004,0.0147920999999999,-0.325406,-1.03252,0.8691540000000001,-0.284677,0.0395736,-0.84915,2.47963,0.75516,-3.0791,-0.602798
LOC112267918,-0.320004,-0.267334,-0.140967,-0.4111039999999999,-0.0203583,0.0217887,0.161683,-0.2422409999999999,-0.167533,0.0937316,0.0660206,-0.101845
LOC112267925,-0.0234059667690656,0.368804,0.0,-0.0112147725902054,-1.8101099999999999,0.0,0.0,2.1842900000000003,-2.15983,-1.07046,-0.305772,-2.4664900000000003
LOC112267932,0.221646,-0.13634000000000002,0.0637969,-0.261158,0.08083610000000001,0.131932,0.06694580000000001,-0.213261,0.08602230000000001,0.485361,-0.0749782,0.0105672
LOC112267934,-3.10413,0.0051268020361769,0.0,-6.49127,0.0213405681430046,0.0,0.0,-2.04408,0.631922,3.39425,0.5984550000000001,1.227
LOC112267934-2,-0.0114390462973944,0.0,0.0,-1.2319230142934132e-07,0.0,0.0,0.0,0.0,-14.561,-16.5124,0.0,-0.0034409048528628
LOC112267936,0.131899,-0.35530100000000003,0.244092,0.0338167,-0.8958780000000001,0.3477389999999999,0.102622,0.544916,-0.117829,0.100847,-0.0142502999999999,-0.132463
LOC112267937,0.662764,0.0068812611233537,0.345602,0.836139,0.0045930027085525,-0.00280584,-0.349627,0.604194,-1.27883,-0.169295,0.390254,-0.887576
